                               Labor Force Data by County, 1993 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1608500000000   16     085   Valley County, ID                                 1993         3,898        3,468        430     11.0
CN1608700000000   16     087   Washington County, ID                             1993         4,380        3,994        386      8.8
CN1700100000000   17     001   Adams County, IL                                  1993        35,700       33,575      2,125      6.0
CN1700300000000   17     003   Alexander County, IL                              1993         4,184        3,667        517     12.4
CN1700500000000   17     005   Bond County, IL                                   1993         7,557        7,019        538      7.1
CN1700700000000   17     007   Boone County, IL                                  1993        19,340       17,150      2,190     11.3
CN1700900000000   17     009   Brown County, IL                                  1993         2,544        2,410        134      5.3
CN1701100000000   17     011   Bureau County, IL                                 1993        18,875       17,675      1,200      6.4
CN1701300000000   17     013   Calhoun County, IL                                1993         2,859        2,473        386     13.5
CN1701500000000   17     015   Carroll County, IL                                1993         8,834        8,242        592      6.7
CN1701700000000   17     017   Cass County, IL                                   1993         7,375        6,915        460      6.2
CN1701900000000   17     019   Champaign County, IL                              1993        94,415       90,335      4,080      4.3
CN1702100000000   17     021   Christian County, IL                              1993        18,430       17,166      1,264      6.9
CN1702300000000   17     023   Clark County, IL                                  1993         9,601        9,081        520      5.4
CN1702500000000   17     025   Clay County, IL                                   1993         6,663        6,109        554      8.3
CN1702700000000   17     027   Clinton County, IL                                1993        16,725       15,642      1,083      6.5
CN1702900000000   17     029   Coles County, IL                                  1993        26,836       25,492      1,344      5.0
CN1703100000000   17     031   Cook County, IL                                   1993     2,639,033    2,412,054    226,979      8.6
CN1703300000000   17     033   Crawford County, IL                               1993        10,654        9,973        681      6.4
CN1703500000000   17     035   Cumberland County, IL                             1993         5,358        5,027        331      6.2
CN1703700000000   17     037   DeKalb County, IL                                 1993        43,864       41,208      2,656      6.1
CN1703900000000   17     039   De Witt County, IL                                1993         9,571        8,979        592      6.2
CN1704100000000   17     041   Douglas County, IL                                1993        10,731       10,077        654      6.1
CN1704300000000   17     043   DuPage County, IL                                 1993       481,739      454,936     26,803      5.6
CN1704500000000   17     045   Edgar County, IL                                  1993         8,970        8,280        690      7.7
CN1704700000000   17     047   Edwards County, IL                                1993         3,742        3,517        225      6.0
CN1704900000000   17     049   Effingham County, IL                              1993        17,137       16,063      1,074      6.3
CN1705100000000   17     051   Fayette County, IL                                1993        10,321        9,513        808      7.8
CN1705300000000   17     053   Ford County, IL                                   1993         7,003        6,524        479      6.8
CN1705500000000   17     055   Franklin County, IL                               1993        16,819       14,671      2,148     12.8
CN1705700000000   17     057   Fulton County, IL                                 1993        15,158       13,742      1,416      9.3
CN1705900000000   17     059   Gallatin County, IL                               1993         3,037        2,632        405     13.3
CN1706100000000   17     061   Greene County, IL                                 1993         7,099        6,669        430      6.1
CN1706300000000   17     063   Grundy County, IL                                 1993        17,953       15,926      2,027     11.3
CN1706500000000   17     065   Hamilton County, IL                               1993         3,756        3,343        413     11.0
CN1706700000000   17     067   Hancock County, IL                                1993        11,395       10,712        683      6.0
CN1706900000000   17     069   Hardin County, IL                                 1993         1,980        1,790        190      9.6
CN1707100000000   17     071   Henderson County, IL                              1993         4,919        4,624        295      6.0
CN1707300000000   17     073   Henry County, IL                                  1993        26,015       24,472      1,543      5.9
CN1707500000000   17     075   Iroquois County, IL                               1993        17,487       16,617        870      5.0
CN1707700000000   17     077   Jackson County, IL                                1993        29,727       27,780      1,947      6.5
CN1707900000000   17     079   Jasper County, IL                                 1993         4,983        4,673        310      6.2
CN1708100000000   17     081   Jefferson County, IL                              1993        18,135       16,438      1,697      9.4
CN1708300000000   17     083   Jersey County, IL                                 1993        10,429        9,621        808      7.7
CN1708500000000   17     085   Jo Daviess County, IL                             1993        12,968       12,388        580      4.5
CN1708700000000   17     087   Johnson County, IL                                1993         4,408        3,888        520     11.8
CN1708900000000   17     089   Kane County, IL                                   1993       185,385      171,584     13,801      7.4
CN1709100000000   17     091   Kankakee County, IL                               1993        50,404       46,682      3,722      7.4
CN1709300000000   17     093   Kendall County, IL                                1993        23,480       22,162      1,318      5.6
CN1709500000000   17     095   Knox County, IL                                   1993        29,595       27,786      1,809      6.1
CN1709700000000   17     097   Lake County, IL                                   1993       296,451      281,234     15,217      5.1
CN1709900000000   17     099   LaSalle County, IL                                1993        55,788       50,552      5,236      9.4
CN1710100000000   17     101   Lawrence County, IL                               1993         7,255        6,717        538      7.4
CN1710300000000   17     103   Lee County, IL                                    1993        17,221       16,193      1,028      6.0
CN1710500000000   17     105   Livingston County, IL                             1993        20,234       19,341        893      4.4
CN1710700000000   17     107   Logan County, IL                                  1993        13,642       12,883        759      5.6
CN1710900000000   17     109   McDonough County, IL                              1993        18,629       18,038        591      3.2
CN1711100000000   17     111   McHenry County, IL                                1993       115,415      107,820      7,595      6.6
CN1711300000000   17     113   McLean County, IL                                 1993        77,160       74,368      2,792      3.6
CN1711500000000   17     115   Macon County, IL                                  1993        60,872       55,621      5,251      8.6
CN1711700000000   17     117   Macoupin County, IL                               1993        23,571       21,742      1,829      7.8
CN1711900000000   17     119   Madison County, IL                                1993       126,501      117,853      8,648      6.8
CN1712100000000   17     121   Marion County, IL                                 1993        21,269       19,126      2,143     10.1
CN1712300000000   17     123   Marshall County, IL                               1993         6,635        6,267        368      5.5
CN1712500000000   17     125   Mason County, IL                                  1993         8,254        7,492        762      9.2
CN1712700000000   17     127   Massac County, IL                                 1993         7,730        7,222        508      6.6
CN1712900000000   17     129   Menard County, IL                                 1993         6,133        5,840        293      4.8
CN1713100000000   17     131   Mercer County, IL                                 1993         8,849        8,173        676      7.6
CN1713300000000   17     133   Monroe County, IL                                 1993        12,503       11,866        637      5.1
CN1713500000000   17     135   Montgomery County, IL                             1993        14,555       13,244      1,311      9.0
CN1713700000000   17     137   Morgan County, IL                                 1993        18,921       18,004        917      4.8
CN1713900000000   17     139   Moultrie County, IL                               1993         7,933        7,451        482      6.1
CN1714100000000   17     141   Ogle County, IL                                   1993        26,178       24,362      1,816      6.9
CN1714300000000   17     143   Peoria County, IL                                 1993        92,541       86,791      5,750      6.2
CN1714500000000   17     145   Perry County, IL                                  1993         8,299        7,017      1,282     15.4
CN1714700000000   17     147   Piatt County, IL                                  1993         8,656        8,090        566      6.5
CN1714900000000   17     149   Pike County, IL                                   1993         8,903        8,266        637      7.2
CN1715100000000   17     151   Pope County, IL                                   1993         1,689        1,482        207     12.3
CN1715300000000   17     153   Pulaski County, IL                                1993         2,979        2,594        385     12.9
CN1715500000000   17     155   Putnam County, IL                                 1993         3,096        2,864        232      7.5
CN1715700000000   17     157   Randolph County, IL                               1993        15,151       13,642      1,509     10.0
CN1715900000000   17     159   Richland County, IL                               1993         9,908        9,465        443      4.5
CN1716100000000   17     161   Rock Island County, IL                            1993        75,248       70,373      4,875      6.5
CN1716300000000   17     163   St. Clair County, IL                              1993       117,585      109,023      8,562      7.3
CN1716500000000   17     165   Saline County, IL                                 1993        11,256        9,632      1,624     14.4
CN1716700000000   17     167   Sangamon County, IL                               1993       102,609       97,876      4,733      4.6
CN1716900000000   17     169   Schuyler County, IL                               1993         3,700        3,462        238      6.4
CN1717100000000   17     171   Scott County, IL                                  1993         2,848        2,662        186      6.5
CN1717300000000   17     173   Shelby County, IL                                 1993        11,006       10,283        723      6.6
CN1717500000000   17     175   Stark County, IL                                  1993         2,850        2,647        203      7.1
CN1717700000000   17     177   Stephenson County, IL                             1993        26,347       24,738      1,609      6.1
CN1717900000000   17     179   Tazewell County, IL                               1993        66,274       62,203      4,071      6.1
CN1718100000000   17     181   Union County, IL                                  1993         8,557        7,372      1,185     13.8
CN1718300000000   17     183   Vermilion County, IL                              1993        41,960       37,870      4,090      9.7
CN1718500000000   17     185   Wabash County, IL                                 1993         6,165        5,614        551      8.9
CN1718700000000   17     187   Warren County, IL                                 1993        10,120        9,487        633      6.3
CN1718900000000   17     189   Washington County, IL                             1993         7,921        7,433        488      6.2
CN1719100000000   17     191   Wayne County, IL                                  1993         8,231        7,547        684      8.3
CN1719300000000   17     193   White County, IL                                  1993         7,570        6,836        734      9.7
CN1719500000000   17     195   Whiteside County, IL                              1993        31,143       29,284      1,859      6.0
CN1719700000000   17     197   Will County, IL                                   1993       201,440      185,652     15,788      7.8
CN1719900000000   17     199   Williamson County, IL                             1993        27,583       24,475      3,108     11.3
CN1720100000000   17     201   Winnebago County, IL                              1993       144,120      133,112     11,008      7.6
CN1720300000000   17     203   Woodford County, IL                               1993        17,373       16,725        648      3.7
CN1800100000000   18     001   Adams County, IN                                  1993        15,554       14,809        745      4.8
CN1800300000000   18     003   Allen County, IN                                  1993       167,842      159,634      8,208      4.9
CN1800500000000   18     005   Bartholomew County, IN                            1993        36,845       35,453      1,392      3.8
CN1800700000000   18     007   Benton County, IN                                 1993         5,102        4,849        253      5.0
CN1800900000000   18     009   Blackford County, IN                              1993         6,122        5,523        599      9.8
CN1801100000000   18     011   Boone County, IN                                  1993        21,727       21,089        638      2.9
CN1801300000000   18     013   Brown County, IN                                  1993         7,988        7,774        214      2.7
CN1801500000000   18     015   Carroll County, IN                                1993        11,030       10,568        462      4.2
CN1801700000000   18     017   Cass County, IN                                   1993        18,900       17,583      1,317      7.0
CN1801900000000   18     019   Clark County, IN                                  1993        47,913       45,583      2,330      4.9
CN1802100000000   18     021   Clay County, IN                                   1993        12,271       11,592        679      5.5
CN1802300000000   18     023   Clinton County, IN                                1993        15,208       14,570        638      4.2
CN1802500000000   18     025   Crawford County, IN                               1993         4,716        4,219        497     10.5
CN1802700000000   18     027   Daviess County, IN                                1993        13,129       12,496        633      4.8
CN1802900000000   18     029   Dearborn County, IN                               1993        20,633       19,251      1,382      6.7
CN1803100000000   18     031   Decatur County, IN                                1993        14,066       13,559        507      3.6
CN1803300000000   18     033   DeKalb County, IN                                 1993        20,095       19,150        945      4.7
CN1803500000000   18     035   Delaware County, IN                               1993        62,611       58,865      3,746      6.0
CN1803700000000   18     037   Dubois County, IN                                 1993        21,407       20,772        635      3.0
CN1803900000000   18     039   Elkhart County, IN                                1993        88,486       85,294      3,192      3.6
CN1804100000000   18     041   Fayette County, IN                                1993        12,763       11,653      1,110      8.7
CN1804300000000   18     043   Floyd County, IN                                  1993        34,931       33,559      1,372      3.9
CN1804500000000   18     045   Fountain County, IN                               1993         8,607        7,973        634      7.4
CN1804700000000   18     047   Franklin County, IN                               1993        10,011        9,346        665      6.6
CN1804900000000   18     049   Fulton County, IN                                 1993         9,905        9,365        540      5.5
CN1805100000000   18     051   Gibson County, IN                                 1993        16,494       15,319      1,175      7.1
CN1805300000000   18     053   Grant County, IN                                  1993        35,860       33,182      2,678      7.5
CN1805500000000   18     055   Greene County, IN                                 1993        15,270       13,995      1,275      8.3
CN1805700000000   18     057   Hamilton County, IN                               1993        71,062       69,517      1,545      2.2
CN1805900000000   18     059   Hancock County, IN                                1993        25,911       25,039        872      3.4
CN1806100000000   18     061   Harrison County, IN                               1993        15,939       15,271        668      4.2
CN1806300000000   18     063   Hendricks County, IN                              1993        43,929       42,894      1,035      2.4
CN1806500000000   18     065   Henry County, IN                                  1993        24,287       22,441      1,846      7.6
CN1806700000000   18     067   Howard County, IN                                 1993        42,434       40,020      2,414      5.7
CN1806900000000   18     069   Huntington County, IN                             1993        19,448       18,547        901      4.6
CN1807100000000   18     071   Jackson County, IN                                1993        20,193       19,150      1,043      5.2
CN1807300000000   18     073   Jasper County, IN                                 1993        13,024       12,178        846      6.5
CN1807500000000   18     075   Jay County, IN                                    1993        11,158       10,328        830      7.4
CN1807700000000   18     077   Jefferson County, IN                              1993        14,620       13,832        788      5.4
CN1807900000000   18     079   Jennings County, IN                               1993        12,847       12,308        539      4.2
CN1808100000000   18     081   Johnson County, IN                                1993        52,773       51,134      1,639      3.1
CN1808300000000   18     083   Knox County, IN                                   1993        19,773       18,908        865      4.4
CN1808500000000   18     085   Kosciusko County, IN                              1993        35,544       34,004      1,540      4.3
CN1808700000000   18     087   LaGrange County, IN                               1993        15,069       14,429        640      4.2
CN1808900000000   18     089   Lake County, IN                                   1993       226,828      210,296     16,532      7.3
CN1809100000000   18     091   LaPorte County, IN                                1993        53,892       50,736      3,156      5.9
CN1809300000000   18     093   Lawrence County, IN                               1993        22,755       21,048      1,707      7.5
CN1809500000000   18     095   Madison County, IN                                1993        64,770       61,011      3,759      5.8
CN1809700000000   18     097   Marion County, IN                                 1993       438,772      419,550     19,222      4.4
CN1809900000000   18     099   Marshall County, IN                               1993        24,429       23,381      1,048      4.3
CN1810100000000   18     101   Martin County, IN                                 1993         5,097        4,806        291      5.7
CN1810300000000   18     103   Miami County, IN                                  1993        16,154       15,171        983      6.1
CN1810500000000   18     105   Monroe County, IN                                 1993        57,845       55,679      2,166      3.7
CN1810700000000   18     107   Montgomery County, IN                             1993        19,561       18,961        600      3.1
CN1810900000000   18     109   Morgan County, IN                                 1993        31,112       29,808      1,304      4.2
CN1811100000000   18     111   Newton County, IN                                 1993         6,767        6,401        366      5.4
CN1811300000000   18     113   Noble County, IN                                  1993        22,012       21,002      1,010      4.6
CN1811500000000   18     115   Ohio County, IN                                   1993         2,607        2,465        142      5.4
CN1811700000000   18     117   Orange County, IN                                 1993         9,196        8,360        836      9.1
CN1811900000000   18     119   Owen County, IN                                   1993         9,803        9,258        545      5.6
CN1812100000000   18     121   Parke County, IN                                  1993         7,640        7,159        481      6.3
CN1812300000000   18     123   Perry County, IN                                  1993         9,193        8,448        745      8.1
CN1812500000000   18     125   Pike County, IN                                   1993         6,071        5,714        357      5.9
CN1812700000000   18     127   Porter County, IN                                 1993        70,126       66,605      3,521      5.0
CN1812900000000   18     129   Posey County, IN                                  1993        13,366       12,840        526      3.9
CN1813100000000   18     131   Pulaski County, IN                                1993         6,022        5,625        397      6.6
CN1813300000000   18     133   Putnam County, IN                                 1993        15,781       15,204        577      3.7
CN1813500000000   18     135   Randolph County, IN                               1993        12,041       10,816      1,225     10.2
CN1813700000000   18     137   Ripley County, IN                                 1993        12,813       12,026        787      6.1
CN1813900000000   18     139   Rush County, IN                                   1993         9,473        8,941        532      5.6
CN1814100000000   18     141   St. Joseph County, IN                             1993       128,404      121,900      6,504      5.1
CN1814300000000   18     143   Scott County, IN                                  1993        10,042        9,450        592      5.9
CN1814500000000   18     145   Shelby County, IN                                 1993        22,113       21,068      1,045      4.7
CN1814700000000   18     147   Spencer County, IN                                1993        10,370        9,706        664      6.4
CN1814900000000   18     149   Starke County, IN                                 1993        10,670        9,948        722      6.8
CN1815100000000   18     151   Steuben County, IN                                1993        16,099       15,387        712      4.4
CN1815300000000   18     153   Sullivan County, IN                               1993         9,747        8,918        829      8.5
CN1815500000000   18     155   Switzerland County, IN                            1993         3,964        3,745        219      5.5
CN1815700000000   18     157   Tippecanoe County, IN                             1993        68,562       66,483      2,079      3.0
CN1815900000000   18     159   Tipton County, IN                                 1993         8,732        8,325        407      4.7
CN1816100000000   18     161   Union County, IN                                  1993         3,685        3,462        223      6.1
CN1816300000000   18     163   Vanderburgh County, IN                            1993        88,647       83,945      4,702      5.3
CN1816500000000   18     165   Vermillion County, IN                             1993         8,042        7,391        651      8.1
CN1816700000000   18     167   Vigo County, IN                                   1993        53,063       49,679      3,384      6.4
CN1816900000000   18     169   Wabash County, IN                                 1993        17,920       16,984        936      5.2
CN1817100000000   18     171   Warren County, IN                                 1993         3,875        3,669        206      5.3
CN1817300000000   18     173   Warrick County, IN                                1993        25,836       24,584      1,252      4.8
CN1817500000000   18     175   Washington County, IN                             1993        11,187       10,406        781      7.0
CN1817700000000   18     177   Wayne County, IN                                  1993        37,295       33,989      3,306      8.9
CN1817900000000   18     179   Wells County, IN                                  1993        13,970       13,414        556      4.0
CN1818100000000   18     181   White County, IN                                  1993        14,495       13,711        784      5.4
CN1818300000000   18     183   Whitley County, IN                                1993        15,315       14,691        624      4.1
CN1900100000000   19     001   Adair County, IA                                  1993         4,134        3,994        140      3.4
CN1900300000000   19     003   Adams County, IA                                  1993         2,360        2,279         81      3.4
CN1900500000000   19     005   Allamakee County, IA                              1993         7,465        7,104        361      4.8
CN1900700000000   19     007   Appanoose County, IA                              1993         6,778        6,414        364      5.4
CN1900900000000   19     009   Audubon County, IA                                1993         3,641        3,553         88      2.4
CN1901100000000   19     011   Benton County, IA                                 1993        11,639       11,168        471      4.0
CN1901300000000   19     013   Black Hawk County, IA                             1993        69,039       65,174      3,865      5.6
CN1901500000000   19     015   Boone County, IA                                  1993        13,419       12,924        495      3.7
CN1901700000000   19     017   Bremer County, IA                                 1993        12,630       12,118        512      4.1
CN1901900000000   19     019   Buchanan County, IA                               1993        10,358        9,767        591      5.7
CN1902100000000   19     021   Buena Vista County, IA                            1993        11,056       10,751        305      2.8
CN1902300000000   19     023   Butler County, IA                                 1993         7,912        7,468        444      5.6
CN1902500000000   19     025   Calhoun County, IA                                1993         5,252        5,062        190      3.6
CN1902700000000   19     027   Carroll County, IA                                1993        12,089       11,706        383      3.2
CN1902900000000   19     029   Cass County, IA                                   1993         7,772        7,374        398      5.1
CN1903100000000   19     031   Cedar County, IA                                  1993         9,640        9,323        317      3.3
CN1903300000000   19     033   Cerro Gordo County, IA                            1993        25,917       24,547      1,370      5.3
CN1903500000000   19     035   Cherokee County, IA                               1993         7,026        6,824        202      2.9
CN1903700000000   19     037   Chickasaw County, IA                              1993         7,461        7,003        458      6.1
CN1903900000000   19     039   Clarke County, IA                                 1993         4,082        3,735        347      8.5
CN1904100000000   19     041   Clay County, IA                                   1993         9,379        9,106        273      2.9
CN1904300000000   19     043   Clayton County, IA                                1993         9,650        9,099        551      5.7
CN1904500000000   19     045   Clinton County, IA                                1993        27,325       25,950      1,375      5.0
CN1904700000000   19     047   Crawford County, IA                               1993         8,856        8,462        394      4.4
CN1904900000000   19     049   Dallas County, IA                                 1993        17,778       17,240        538      3.0
CN1905100000000   19     051   Davis County, IA                                  1993         4,272        4,080        192      4.5
CN1905300000000   19     053   Decatur County, IA                                1993         3,943        3,641        302      7.7
CN1905500000000   19     055   Delaware County, IA                               1993         9,062        8,546        516      5.7
CN1905700000000   19     057   Des Moines County, IA                             1993        23,658       22,350      1,308      5.5
CN1905900000000   19     059   Dickinson County, IA                              1993         9,470        9,146        324      3.4
CN1906100000000   19     061   Dubuque County, IA                                1993        49,765       47,658      2,107      4.2
CN1906300000000   19     063   Emmet County, IA                                  1993         5,740        5,481        259      4.5
CN1906500000000   19     065   Fayette County, IA                                1993        10,762       10,239        523      4.9
CN1906700000000   19     067   Floyd County, IA                                  1993         8,696        8,072        624      7.2
CN1906900000000   19     069   Franklin County, IA                               1993         5,855        5,639        216      3.7
CN1907100000000   19     071   Fremont County, IA                                1993         3,923        3,724        199      5.1
CN1907300000000   19     073   Greene County, IA                                 1993         5,277        5,062        215      4.1
CN1907500000000   19     075   Grundy County, IA                                 1993         6,091        5,897        194      3.2
CN1907700000000   19     077   Guthrie County, IA                                1993         5,869        5,627        242      4.1
CN1907900000000   19     079   Hamilton County, IA                               1993         8,497        8,187        310      3.6
CN1908100000000   19     081   Hancock County, IA                                1993         5,887        5,653        234      4.0
CN1908300000000   19     083   Hardin County, IA                                 1993         9,558        9,166        392      4.1
CN1908500000000   19     085   Harrison County, IA                               1993         7,591        7,222        369      4.9
CN1908700000000   19     087   Henry County, IA                                  1993        10,795       10,407        388      3.6
CN1908900000000   19     089   Howard County, IA                                 1993         4,871        4,682        189      3.9
CN1909100000000   19     091   Humboldt County, IA                               1993         5,238        5,059        179      3.4
CN1909300000000   19     093   Ida County, IA                                    1993         4,065        3,962        103      2.5
CN1909500000000   19     095   Iowa County, IA                                   1993         9,364        9,140        224      2.4
CN1909700000000   19     097   Jackson County, IA                                1993        10,892       10,330        562      5.2
CN1909900000000   19     099   Jasper County, IA                                 1993        18,108       17,415        693      3.8
CN1910100000000   19     101   Jefferson County, IA                              1993         9,540        9,119        421      4.4
CN1910300000000   19     103   Johnson County, IA                                1993        63,636       61,880      1,756      2.8
CN1910500000000   19     105   Jones County, IA                                  1993         9,418        8,954        464      4.9
CN1910700000000   19     107   Keokuk County, IA                                 1993         5,143        4,879        264      5.1
CN1910900000000   19     109   Kossuth County, IA                                1993         8,787        8,454        333      3.8
CN1911100000000   19     111   Lee County, IA                                    1993        19,625       18,166      1,459      7.4
CN1911300000000   19     113   Linn County, IA                                   1993       104,449      100,793      3,656      3.5
CN1911500000000   19     115   Louisa County, IA                                 1993         6,539        6,205        334      5.1
CN1911700000000   19     117   Lucas County, IA                                  1993         4,396        4,112        284      6.5
CN1911900000000   19     119   Lyon County, IA                                   1993         5,909        5,741        168      2.8
CN1912100000000   19     121   Madison County, IA                                1993         7,021        6,701        320      4.6
CN1912300000000   19     123   Mahaska County, IA                                1993        11,094       10,652        442      4.0
CN1912500000000   19     125   Marion County, IA                                 1993        17,079       16,465        614      3.6
CN1912700000000   19     127   Marshall County, IA                               1993        20,716       19,856        860      4.2
CN1912900000000   19     129   Mills County, IA                                  1993         6,526        6,299        227      3.5
CN1913100000000   19     131   Mitchell County, IA                               1993         5,484        5,272        212      3.9
CN1913300000000   19     133   Monona County, IA                                 1993         5,154        4,946        208      4.0
CN1913500000000   19     135   Monroe County, IA                                 1993         4,094        3,884        210      5.1
CN1913700000000   19     137   Montgomery County, IA                             1993         6,131        5,874        257      4.2
CN1913900000000   19     139   Muscatine County, IA                              1993        21,818       20,909        909      4.2
CN1914100000000   19     141   O'Brien County, IA                                1993         7,912        7,705        207      2.6
CN1914300000000   19     143   Osceola County, IA                                1993         3,632        3,519        113      3.1
CN1914500000000   19     145   Page County, IA                                   1993         8,951        8,597        354      4.0
CN1914700000000   19     147   Palo Alto County, IA                              1993         5,288        5,105        183      3.5
CN1914900000000   19     149   Plymouth County, IA                               1993        12,876       12,512        364      2.8
CN1915100000000   19     151   Pocahontas County, IA                             1993         4,241        4,120        121      2.9
CN1915300000000   19     153   Polk County, IA                                   1993       208,136      200,683      7,453      3.6
CN1915500000000   19     155   Pottawattamie County, IA                          1993        46,622       44,665      1,957      4.2
CN1915700000000   19     157   Poweshiek County, IA                              1993        10,340        9,828        512      5.0
CN1915900000000   19     159   Ringgold County, IA                               1993         2,676        2,576        100      3.7
CN1916100000000   19     161   Sac County, IA                                    1993         6,024        5,823        201      3.3
CN1916300000000   19     163   Scott County, IA                                  1993        85,266       81,134      4,132      4.8
CN1916500000000   19     165   Shelby County, IA                                 1993         6,812        6,502        310      4.6
CN1916700000000   19     167   Sioux County, IA                                  1993        16,825       16,379        446      2.7
CN1916900000000   19     169   Story County, IA                                  1993        44,778       43,371      1,407      3.1
CN1917100000000   19     171   Tama County, IA                                   1993         9,085        8,668        417      4.6
CN1917300000000   19     173   Taylor County, IA                                 1993         3,223        3,088        135      4.2
CN1917500000000   19     175   Union County, IA                                  1993         6,452        6,149        303      4.7
CN1917700000000   19     177   Van Buren County, IA                              1993         4,021        3,845        176      4.4
CN1917900000000   19     179   Wapello County, IA                                1993        18,502       17,421      1,081      5.8
CN1918100000000   19     181   Warren County, IA                                 1993        22,477       21,766        711      3.2
CN1918300000000   19     183   Washington County, IA                             1993        11,126       10,751        375      3.4
CN1918500000000   19     185   Wayne County, IA                                  1993         3,286        3,106        180      5.5
CN1918700000000   19     187   Webster County, IA                                1993        20,224       19,216      1,008      5.0
CN1918900000000   19     189   Winnebago County, IA                              1993         6,680        6,459        221      3.3
CN1919100000000   19     191   Winneshiek County, IA                             1993        11,887       11,224        663      5.6
CN1919300000000   19     193   Woodbury County, IA                               1993        54,905       53,156      1,749      3.2
CN1919500000000   19     195   Worth County, IA                                  1993         4,080        3,891        189      4.6
CN1919700000000   19     197   Wright County, IA                                 1993         7,004        6,716        288      4.1
CN2000100000000   20     001   Allen County, KS                                  1993         6,781        6,399        382      5.6
CN2000300000000   20     003   Anderson County, KS                               1993         3,915        3,615        300      7.7
CN2000500000000   20     005   Atchison County, KS                               1993         8,310        7,673        637      7.7
CN2000700000000   20     007   Barber County, KS                                 1993         2,815        2,727         88      3.1
CN2000900000000   20     009   Barton County, KS                                 1993        15,299       14,580        719      4.7
CN2001100000000   20     011   Bourbon County, KS                                1993         6,812        6,311        501      7.4
CN2001300000000   20     013   Brown County, KS                                  1993         4,859        4,575        284      5.8
CN2001500000000   20     015   Butler County, KS                                 1993        28,668       27,035      1,633      5.7
CN2001700000000   20     017   Chase County, KS                                  1993         1,423        1,350         73      5.1
CN2001900000000   20     019   Chautauqua County, KS                             1993         1,760        1,667         93      5.3
CN2002100000000   20     021   Cherokee County, KS                               1993         9,735        8,984        751      7.7
CN2002300000000   20     023   Cheyenne County, KS                               1993         1,514        1,481         33      2.2
CN2002500000000   20     025   Clark County, KS                                  1993         1,285        1,257         28      2.2
CN2002700000000   20     027   Clay County, KS                                   1993         4,635        4,475        160      3.5
CN2002900000000   20     029   Cloud County, KS                                  1993         5,402        5,243        159      2.9
CN2003100000000   20     031   Coffey County, KS                                 1993         4,414        4,178        236      5.3
CN2003300000000   20     033   Comanche County, KS                               1993         1,073        1,053         20      1.9
CN2003500000000   20     035   Cowley County, KS                                 1993        18,554       17,543      1,011      5.4
CN2003700000000   20     037   Crawford County, KS                               1993        17,104       16,038      1,066      6.2
CN2003900000000   20     039   Decatur County, KS                                1993         1,920        1,868         52      2.7
CN2004100000000   20     041   Dickinson County, KS                              1993         9,822        9,387        435      4.4
CN2004300000000   20     043   Doniphan County, KS                               1993         3,975        3,670        305      7.7
CN2004500000000   20     045   Douglas County, KS                                1993        48,699       46,338      2,361      4.8
CN2004700000000   20     047   Edwards County, KS                                1993         1,831        1,770         61      3.3
CN2004900000000   20     049   Elk County, KS                                    1993         1,447        1,358         89      6.2
CN2005100000000   20     051   Ellis County, KS                                  1993        15,353       14,772        581      3.8
CN2005300000000   20     053   Ellsworth County, KS                              1993         2,900        2,791        109      3.8
CN2005500000000   20     055   Finney County, KS                                 1993        18,738       18,007        731      3.9
CN2005700000000   20     057   Ford County, KS                                   1993        14,501       14,023        478      3.3
CN2005900000000   20     059   Franklin County, KS                               1993        12,057       11,320        737      6.1
CN2006100000000   20     061   Geary County, KS                                  1993        11,341       10,473        868      7.7
CN2006300000000   20     063   Gove County, KS                                   1993         1,511        1,480         31      2.1
CN2006500000000   20     065   Graham County, KS                                 1993         1,698        1,652         46      2.7
CN2006700000000   20     067   Grant County, KS                                  1993         3,859        3,743        116      3.0
CN2006900000000   20     069   Gray County, KS                                   1993         2,619        2,555         64      2.4
CN2007100000000   20     071   Greeley County, KS                                1993           846          815         31      3.7
CN2007300000000   20     073   Greenwood County, KS                              1993         3,518        3,299        219      6.2
CN2007500000000   20     075   Hamilton County, KS                               1993         1,229        1,197         32      2.6
CN2007700000000   20     077   Harper County, KS                                 1993         3,085        2,962        123      4.0
CN2007900000000   20     079   Harvey County, KS                                 1993        16,528       15,905        623      3.8
CN2008100000000   20     081   Haskell County, KS                                1993         1,995        1,940         55      2.8
CN2008300000000   20     083   Hodgeman County, KS                               1993           993          974         19      1.9
CN2008500000000   20     085   Jackson County, KS                                1993         6,184        5,791        393      6.4
CN2008700000000   20     087   Jefferson County, KS                              1993         9,107        8,631        476      5.2
