                               Labor Force Data by County, 2012 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0107700000000   01     077   Lauderdale County, AL                             2012        43,451       40,035      3,416      7.9
CN0107900000000   01     079   Lawrence County, AL                               2012        14,408       13,078      1,330      9.2
CN0108100000000   01     081   Lee County, AL                                    2012        68,967       64,169      4,798      7.0
CN0108300000000   01     083   Limestone County, AL                              2012        39,017       36,267      2,750      7.0
CN0108500000000   01     085   Lowndes County, AL                                2012         4,093        3,448        645     15.8
CN0108700000000   01     087   Macon County, AL                                  2012         8,299        7,388        911     11.0
CN0108900000000   01     089   Madison County, AL                                2012       170,324      158,207     12,117      7.1
CN0109100000000   01     091   Marengo County, AL                                2012         7,661        6,865        796     10.4
CN0109300000000   01     093   Marion County, AL                                 2012        12,465       11,326      1,139      9.1
CN0109500000000   01     095   Marshall County, AL                               2012        40,730       37,477      3,253      8.0
CN0109700000000   01     097   Mobile County, AL                                 2012       188,890      171,102     17,788      9.4
CN0109900000000   01     099   Monroe County, AL                                 2012         7,988        6,963      1,025     12.8
CN0110100000000   01     101   Montgomery County, AL                             2012       107,436       98,546      8,890      8.3
CN0110300000000   01     103   Morgan County, AL                                 2012        57,472       52,866      4,606      8.0
CN0110500000000   01     105   Perry County, AL                                  2012         3,691        3,188        503     13.6
CN0110700000000   01     107   Pickens County, AL                                2012         7,477        6,701        776     10.4
CN0110900000000   01     109   Pike County, AL                                   2012        15,034       13,802      1,232      8.2
CN0111100000000   01     111   Randolph County, AL                               2012         9,154        8,294        860      9.4
CN0111300000000   01     113   Russell County, AL                                2012        24,945       22,697      2,248      9.0
CN0111500000000   01     115   St. Clair County, AL                              2012        38,544       35,827      2,717      7.0
CN0111700000000   01     117   Shelby County, AL                                 2012       105,474      100,036      5,438      5.2
CN0111900000000   01     119   Sumter County, AL                                 2012         5,425        4,842        583     10.7
CN0112100000000   01     121   Talladega County, AL                              2012        35,056       31,693      3,363      9.6
CN0112300000000   01     123   Tallapoosa County, AL                             2012        18,461       16,830      1,631      8.8
CN0112500000000   01     125   Tuscaloosa County, AL                             2012        95,418       88,575      6,843      7.2
CN0112700000000   01     127   Walker County, AL                                 2012        26,608       24,107      2,501      9.4
CN0112900000000   01     129   Washington County, AL                             2012         6,887        6,046        841     12.2
CN0113100000000   01     131   Wilcox County, AL                                 2012         2,894        2,305        589     20.4
CN0113300000000   01     133   Winston County, AL                                2012         9,621        8,637        984     10.2
CN0201300000000   02     013   Aleutians East Borough, AK                        2012         2,130        1,983        147      6.9
CN0201600000000   02     016   Aleutians West Census Area, AK                    2012         4,252        3,953        299      7.0
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2012       157,748      149,177      8,571      5.4
CN0205000000000   02     050   Bethel Census Area, AK                            2012         7,193        6,074      1,119     15.6
CN0206000000000   02     060   Bristol Bay Borough, AK                           2012           479          431         48     10.0
CN0206800000000   02     068   Denali Borough, AK                                2012         1,043          898        145     13.9
CN0207000000000   02     070   Dillingham Census Area, AK                        2012         2,124        1,911        213     10.0
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2012        48,009       45,047      2,962      6.2
CN0210000000000   02     100   Haines Borough, AK                                2012         1,104          992        112     10.1
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2012         1,106          945        161     14.6
CN0211000000000   02     110   Juneau Borough/city, AK                           2012        17,831       16,909        922      5.2
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2012        27,270       24,881      2,389      8.8
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2012         7,151        6,561        590      8.3
CN0215000000000   02     150   Kodiak Island Borough, AK                         2012         6,691        6,237        454      6.8
CN0215800000000   02     158   Kusilvak Census Area, AK                          2012         2,764        2,146        618     22.4
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2012           635          537         98     15.4
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2012        43,610       39,776      3,834      8.8
CN0218000000000   02     180   Nome Census Area, AK                              2012         4,166        3,673        493     11.8
CN0218500000000   02     185   North Slope Borough, AK                           2012         4,012        3,697        315      7.9
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2012         3,024        2,542        482     15.9
CN0219500000000   02     195   Petersburg Borough, AK                            2012         1,870        1,716        154      8.2
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2012         2,583        2,236        347     13.4
CN0222000000000   02     220   Sitka Borough/city, AK                            2012         4,627        4,362        265      5.7
CN0223000000000   02     230   Skagway Municipality, AK                          2012           752          645        107     14.2
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2012         3,029        2,634        395     13.0
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2012         4,877        4,397        480      9.8
CN0227500000000   02     275   Wrangell Borough/city, AK                         2012         1,022          937         85      8.3
CN0228200000000   02     282   Yakutat Borough/city, AK                          2012           287          259         28      9.8
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2012         2,766        2,280        486     17.6
CN0400100000000   04     001   Apache County, AZ                                 2012        23,001       18,637      4,364     19.0
CN0400300000000   04     003   Cochise County, AZ                                2012        54,343       49,438      4,905      9.0
CN0400500000000   04     005   Coconino County, AZ                               2012        71,626       65,467      6,159      8.6
CN0400700000000   04     007   Gila County, AZ                                   2012        21,100       18,943      2,157     10.2
CN0400900000000   04     009   Graham County, AZ                                 2012        14,594       13,353      1,241      8.5
CN0401100000000   04     011   Greenlee County, AZ                               2012         3,584        3,289        295      8.2
CN0401200000000   04     012   La Paz County, AZ                                 2012         8,205        7,503        702      8.6
CN0401300000000   04     013   Maricopa County, AZ                               2012     1,911,529    1,772,341    139,188      7.3
CN0401500000000   04     015   Mohave County, AZ                                 2012        78,227       69,600      8,627     11.0
CN0401700000000   04     017   Navajo County, AZ                                 2012        43,323       37,200      6,123     14.1
CN0401900000000   04     019   Pima County, AZ                                   2012       466,804      432,392     34,412      7.4
CN0402100000000   04     021   Pinal County, AZ                                  2012       149,940      137,136     12,804      8.5
CN0402300000000   04     023   Santa Cruz County, AZ                             2012        20,293       17,157      3,136     15.5
CN0402500000000   04     025   Yavapai County, AZ                                2012        93,162       85,150      8,012      8.6
CN0402700000000   04     027   Yuma County, AZ                                   2012        94,613       72,028     22,585     23.9
CN0500100000000   05     001   Arkansas County, AR                               2012         9,958        9,120        838      8.4
CN0500300000000   05     003   Ashley County, AR                                 2012         9,490        8,394      1,096     11.5
CN0500500000000   05     005   Baxter County, AR                                 2012        16,446       15,116      1,330      8.1
CN0500700000000   05     007   Benton County, AR                                 2012       111,298      104,879      6,419      5.8
CN0500900000000   05     009   Boone County, AR                                  2012        16,590       15,376      1,214      7.3
CN0501100000000   05     011   Bradley County, AR                                2012         4,531        4,062        469     10.4
CN0501300000000   05     013   Calhoun County, AR                                2012         2,536        2,317        219      8.6
CN0501500000000   05     015   Carroll County, AR                                2012        12,539       11,778        761      6.1
CN0501700000000   05     017   Chicot County, AR                                 2012         4,074        3,628        446     10.9
CN0501900000000   05     019   Clark County, AR                                  2012        10,341        9,355        986      9.5
CN0502100000000   05     021   Clay County, AR                                   2012         6,884        6,156        728     10.6
CN0502300000000   05     023   Cleburne County, AR                               2012        10,456        9,603        853      8.2
CN0502500000000   05     025   Cleveland County, AR                              2012         3,767        3,500        267      7.1
CN0502700000000   05     027   Columbia County, AR                               2012        10,162        9,282        880      8.7
CN0502900000000   05     029   Conway County, AR                                 2012         8,739        7,968        771      8.8
CN0503100000000   05     031   Craighead County, AR                              2012        49,275       46,024      3,251      6.6
CN0503300000000   05     033   Crawford County, AR                               2012        27,720       25,599      2,121      7.7
CN0503500000000   05     035   Crittenden County, AR                             2012        22,176       20,135      2,041      9.2
CN0503700000000   05     037   Cross County, AR                                  2012         8,566        7,913        653      7.6
CN0503900000000   05     039   Dallas County, AR                                 2012         3,303        2,951        352     10.7
CN0504100000000   05     041   Desha County, AR                                  2012         5,958        5,392        566      9.5
CN0504300000000   05     043   Drew County, AR                                   2012         8,517        7,656        861     10.1
CN0504500000000   05     045   Faulkner County, AR                               2012        59,986       56,177      3,809      6.3
CN0504700000000   05     047   Franklin County, AR                               2012         7,703        7,178        525      6.8
CN0504900000000   05     049   Fulton County, AR                                 2012         5,130        4,775        355      6.9
CN0505100000000   05     051   Garland County, AR                                2012        41,366       38,227      3,139      7.6
CN0505300000000   05     053   Grant County, AR                                  2012         8,462        7,909        553      6.5
CN0505500000000   05     055   Greene County, AR                                 2012        20,077       18,413      1,664      8.3
CN0505700000000   05     057   Hempstead County, AR                              2012        10,925       10,162        763      7.0
CN0505900000000   05     059   Hot Spring County, AR                             2012        14,600       13,592      1,008      6.9
CN0506100000000   05     061   Howard County, AR                                 2012         6,496        6,080        416      6.4
CN0506300000000   05     063   Independence County, AR                           2012        16,133       14,708      1,425      8.8
CN0506500000000   05     065   Izard County, AR                                  2012         5,186        4,748        438      8.4
CN0506700000000   05     067   Jackson County, AR                                2012         6,492        5,819        673     10.4
CN0506900000000   05     069   Jefferson County, AR                              2012        32,576       29,435      3,141      9.6
CN0507100000000   05     071   Johnson County, AR                                2012        10,879       10,111        768      7.1
CN0507300000000   05     073   Lafayette County, AR                              2012         2,925        2,662        263      9.0
CN0507500000000   05     075   Lawrence County, AR                               2012         7,300        6,664        636      8.7
CN0507700000000   05     077   Lee County, AR                                    2012         3,532        3,212        320      9.1
CN0507900000000   05     079   Lincoln County, AR                                2012         4,602        4,215        387      8.4
CN0508100000000   05     081   Little River County, AR                           2012         6,005        5,584        421      7.0
CN0508300000000   05     083   Logan County, AR                                  2012         9,664        8,922        742      7.7
CN0508500000000   05     085   Lonoke County, AR                                 2012        33,234       31,210      2,024      6.1
CN0508700000000   05     087   Madison County, AR                                2012         7,005        6,611        394      5.6
CN0508900000000   05     089   Marion County, AR                                 2012         6,633        6,109        524      7.9
CN0509100000000   05     091   Miller County, AR                                 2012        20,358       19,195      1,163      5.7
CN0509300000000   05     093   Mississippi County, AR                            2012        20,319       18,179      2,140     10.5
CN0509500000000   05     095   Monroe County, AR                                 2012         3,284        3,000        284      8.6
CN0509700000000   05     097   Montgomery County, AR                             2012         3,620        3,326        294      8.1
CN0509900000000   05     099   Nevada County, AR                                 2012         4,156        3,847        309      7.4
CN0510100000000   05     101   Newton County, AR                                 2012         3,644        3,387        257      7.1
CN0510300000000   05     103   Ouachita County, AR                               2012        10,614        9,550      1,064     10.0
CN0510500000000   05     105   Perry County, AR                                  2012         4,429        4,044        385      8.7
CN0510700000000   05     107   Phillips County, AR                               2012         7,990        7,100        890     11.1
CN0510900000000   05     109   Pike County, AR                                   2012         4,433        4,052        381      8.6
CN0511100000000   05     111   Poinsett County, AR                               2012        10,423        9,556        867      8.3
CN0511300000000   05     113   Polk County, AR                                   2012         8,772        8,148        624      7.1
CN0511500000000   05     115   Pope County, AR                                   2012        30,198       28,091      2,107      7.0
CN0511700000000   05     117   Prairie County, AR                                2012         3,842        3,563        279      7.3
CN0511900000000   05     119   Pulaski County, AR                                2012       189,310      176,846     12,464      6.6
CN0512100000000   05     121   Randolph County, AR                               2012         6,891        6,175        716     10.4
CN0512300000000   05     123   St. Francis County, AR                            2012         9,527        8,536        991     10.4
CN0512500000000   05     125   Saline County, AR                                 2012        54,644       51,443      3,201      5.9
CN0512700000000   05     127   Scott County, AR                                  2012         4,710        4,409        301      6.4
CN0512900000000   05     129   Searcy County, AR                                 2012         3,232        2,977        255      7.9
CN0513100000000   05     131   Sebastian County, AR                              2012        59,261       54,791      4,470      7.5
CN0513300000000   05     133   Sevier County, AR                                 2012         6,224        5,706        518      8.3
CN0513500000000   05     135   Sharp County, AR                                  2012         6,127        5,529        598      9.8
CN0513700000000   05     137   Stone County, AR                                  2012         5,071        4,670        401      7.9
CN0513900000000   05     139   Union County, AR                                  2012        16,879       15,383      1,496      8.9
CN0514100000000   05     141   Van Buren County, AR                              2012         6,629        5,980        649      9.8
CN0514300000000   05     143   Washington County, AR                             2012       105,913      100,201      5,712      5.4
CN0514500000000   05     145   White County, AR                                  2012        36,432       33,682      2,750      7.5
CN0514700000000   05     147   Woodruff County, AR                               2012         3,393        3,061        332      9.8
CN0514900000000   05     149   Yell County, AR                                   2012         9,326        8,725        601      6.4
CN0600100000000   06     001   Alameda County, CA                                2012       796,456      726,131     70,325      8.8
CN0600300000000   06     003   Alpine County, CA                                 2012           543          482         61     11.2
CN0600500000000   06     005   Amador County, CA                                 2012        14,646       12,822      1,824     12.5
CN0600700000000   06     007   Butte County, CA                                  2012       100,812       88,363     12,449     12.3
CN0600900000000   06     009   Calaveras County, CA                              2012        20,166       17,634      2,532     12.6
CN0601100000000   06     011   Colusa County, CA                                 2012        11,270        8,900      2,370     21.0
CN0601300000000   06     013   Contra Costa County, CA                           2012       534,520      485,934     48,586      9.1
CN0601500000000   06     015   Del Norte County, CA                              2012        10,481        9,040      1,441     13.7
CN0601700000000   06     017   El Dorado County, CA                              2012        88,866       79,638      9,228     10.4
CN0601900000000   06     019   Fresno County, CA                                 2012       439,492      371,963     67,529     15.4
CN0602100000000   06     021   Glenn County, CA                                  2012        13,129       11,237      1,892     14.4
CN0602300000000   06     023   Humboldt County, CA                               2012        64,128       57,888      6,240      9.7
CN0602500000000   06     025   Imperial County, CA                               2012        79,347       57,355     21,992     27.7
CN0602700000000   06     027   Inyo County, CA                                   2012         9,536        8,656        880      9.2
CN0602900000000   06     029   Kern County, CA                                   2012       391,269      338,995     52,274     13.4
CN0603100000000   06     031   Kings County, CA                                  2012        58,733       49,849      8,884     15.1
CN0603300000000   06     033   Lake County, CA                                   2012        29,460       25,635      3,825     13.0
CN0603500000000   06     035   Lassen County, CA                                 2012        11,451       10,002      1,449     12.7
CN0603700000000   06     037   Los Angeles County, CA                            2012     4,904,883    4,365,690    539,193     11.0
CN0603900000000   06     039   Madera County, CA                                 2012        62,446       53,282      9,164     14.7
CN0604100000000   06     041   Marin County, CA                                  2012       136,522      127,796      8,726      6.4
CN0604300000000   06     043   Mariposa County, CA                               2012         8,361        7,323      1,038     12.4
CN0604500000000   06     045   Mendocino County, CA                              2012        40,860       36,693      4,167     10.2
CN0604700000000   06     047   Merced County, CA                                 2012       114,901       95,852     19,049     16.6
CN0604900000000   06     049   Modoc County, CA                                  2012         3,607        3,080        527     14.6
CN0605100000000   06     051   Mono County, CA                                   2012         8,383        7,502        881     10.5
CN0605300000000   06     053   Monterey County, CA                               2012       217,399      191,832     25,567     11.8
CN0605500000000   06     055   Napa County, CA                                   2012        71,645       65,492      6,153      8.6
CN0605700000000   06     057   Nevada County, CA                                 2012        48,257       43,474      4,783      9.9
CN0605900000000   06     059   Orange County, CA                                 2012     1,558,477    1,433,508    124,969      8.0
CN0606100000000   06     061   Placer County, CA                                 2012       174,534      157,910     16,624      9.5
CN0606300000000   06     063   Plumas County, CA                                 2012         8,477        7,087      1,390     16.4
CN0606500000000   06     065   Riverside County, CA                              2012       985,244      868,757    116,487     11.8
CN0606700000000   06     067   Sacramento County, CA                             2012       679,873      607,250     72,623     10.7
CN0606900000000   06     069   San Benito County, CA                             2012        28,632       24,837      3,795     13.3
CN0607100000000   06     071   San Bernardino County, CA                         2012       890,518      787,254    103,264     11.6
CN0607300000000   06     073   San Diego County, CA                              2012     1,536,925    1,394,274    142,651      9.3
CN0607500000000   06     075   San Francisco County/city, CA                     2012       508,011      473,033     34,978      6.9
CN0607700000000   06     077   San Joaquin County, CA                            2012       311,393      265,990     45,403     14.6
CN0607900000000   06     079   San Luis Obispo County, CA                        2012       137,013      125,533     11,480      8.4
CN0608100000000   06     081   San Mateo County, CA                              2012       410,898      384,118     26,780      6.5
CN0608300000000   06     083   Santa Barbara County, CA                          2012       215,485      197,127     18,358      8.5
CN0608500000000   06     085   Santa Clara County, CA                            2012       955,979      879,447     76,532      8.0
CN0608700000000   06     087   Santa Cruz County, CA                             2012       141,801      124,756     17,045     12.0
CN0608900000000   06     089   Shasta County, CA                                 2012        75,904       64,968     10,936     14.4
CN0609100000000   06     091   Sierra County, CA                                 2012         1,467        1,253        214     14.6
CN0609300000000   06     093   Siskiyou County, CA                               2012        18,854       15,865      2,989     15.9
CN0609500000000   06     095   Solano County, CA                                 2012       202,237      180,260     21,977     10.9
CN0609700000000   06     097   Sonoma County, CA                                 2012       245,671      223,564     22,107      9.0
CN0609900000000   06     099   Stanislaus County, CA                             2012       241,659      205,116     36,543     15.1
CN0610100000000   06     101   Sutter County, CA                                 2012        45,516       37,750      7,766     17.1
CN0610300000000   06     103   Tehama County, CA                                 2012        25,211       21,693      3,518     14.0
CN0610500000000   06     105   Trinity County, CA                                2012         5,323        4,532        791     14.9
CN0610700000000   06     107   Tulare County, CA                                 2012       201,078      168,088     32,990     16.4
CN0610900000000   06     109   Tuolumne County, CA                               2012        22,278       19,341      2,937     13.2
CN0611100000000   06     111   Ventura County, CA                                2012       433,668      393,575     40,093      9.2
CN0611300000000   06     113   Yolo County, CA                                   2012       102,397       91,322     11,075     10.8
CN0611500000000   06     115   Yuba County, CA                                   2012        28,798       24,297      4,501     15.6
CN0800100000000   08     001   Adams County, CO                                  2012       238,797      216,056     22,741      9.5
CN0800300000000   08     003   Alamosa County, CO                                2012         7,737        6,915        822     10.6
CN0800500000000   08     005   Arapahoe County, CO                               2012       321,927      296,756     25,171      7.8
CN0800700000000   08     007   Archuleta County, CO                              2012         5,722        5,140        582     10.2
CN0800900000000   08     009   Baca County, CO                                   2012         2,008        1,916         92      4.6
CN0801100000000   08     011   Bent County, CO                                   2012         1,717        1,571        146      8.5
CN0801300000000   08     013   Boulder County, CO                                2012       173,808      162,818     10,990      6.3
CN0801400000000   08     014   Broomfield County/city, CO                        2012        32,175       30,009      2,166      6.7
CN0801500000000   08     015   Chaffee County, CO                                2012         8,343        7,765        578      6.9
CN0801700000000   08     017   Cheyenne County, CO                               2012         1,006          960         46      4.6
CN0801900000000   08     019   Clear Creek County, CO                            2012         5,470        5,080        390      7.1
CN0802100000000   08     021   Conejos County, CO                                2012         3,703        3,304        399     10.8
CN0802300000000   08     023   Costilla County, CO                               2012         1,599        1,414        185     11.6
CN0802500000000   08     025   Crowley County, CO                                2012         1,358        1,247        111      8.2
CN0802700000000   08     027   Custer County, CO                                 2012         1,981        1,853        128      6.5
CN0802900000000   08     029   Delta County, CO                                  2012        14,365       12,958      1,407      9.8
CN0803100000000   08     031   Denver County/city, CO                            2012       356,577      328,259     28,318      7.9
CN0803300000000   08     033   Dolores County, CO                                2012           947          849         98     10.3
CN0803500000000   08     035   Douglas County, CO                                2012       160,408      150,643      9,765      6.1
CN0803700000000   08     037   Eagle County, CO                                  2012        32,251       29,912      2,339      7.3
CN0803900000000   08     039   Elbert County, CO                                 2012        12,654       11,742        912      7.2
CN0804100000000   08     041   El Paso County, CO                                2012       306,176      278,707     27,469      9.0
CN0804300000000   08     043   Fremont County, CO                                2012        15,596       13,755      1,841     11.8
CN0804500000000   08     045   Garfield County, CO                               2012        31,397       28,698      2,699      8.6
CN0804700000000   08     047   Gilpin County, CO                                 2012         3,257        3,037        220      6.8
CN0804900000000   08     049   Grand County, CO                                  2012         8,722        8,081        641      7.3
CN0805100000000   08     051   Gunnison County, CO                               2012         9,801        9,207        594      6.1
CN0805300000000   08     053   Hinsdale County, CO                               2012           435          414         21      4.8
CN0805500000000   08     055   Huerfano County, CO                               2012         2,629        2,250        379     14.4
CN0805700000000   08     057   Jackson County, CO                                2012           824          780         44      5.3
CN0805900000000   08     059   Jefferson County, CO                              2012       303,422      280,682     22,740      7.5
CN0806100000000   08     061   Kiowa County, CO                                  2012           815          777         38      4.7
CN0806300000000   08     063   Kit Carson County, CO                             2012         4,214        4,025        189      4.5
CN0806500000000   08     065   Lake County, CO                                   2012         4,511        4,117        394      8.7
CN0806700000000   08     067   La Plata County, CO                               2012        29,577       27,583      1,994      6.7
CN0806900000000   08     069   Larimer County, CO                                2012       172,358      160,643     11,715      6.8
CN0807100000000   08     071   Las Animas County, CO                             2012         6,947        6,102        845     12.2
CN0807300000000   08     073   Lincoln County, CO                                2012         2,150        2,009        141      6.6
CN0807500000000   08     075   Logan County, CO                                  2012        11,033       10,363        670      6.1
CN0807700000000   08     077   Mesa County, CO                                   2012        74,728       67,409      7,319      9.8
CN0807900000000   08     079   Mineral County, CO                                2012           443          419         24      5.4
CN0808100000000   08     081   Moffat County, CO                                 2012         7,723        7,076        647      8.4
CN0808300000000   08     083   Montezuma County, CO                              2012        12,881       11,766      1,115      8.7
CN0808500000000   08     085   Montrose County, CO                               2012        19,785       17,716      2,069     10.5
CN0808700000000   08     087   Morgan County, CO                                 2012        14,937       13,911      1,026      6.9
CN0808900000000   08     089   Otero County, CO                                  2012         8,379        7,508        871     10.4
CN0809100000000   08     091   Ouray County, CO                                  2012         2,079        1,882        197      9.5
CN0809300000000   08     093   Park County, CO                                   2012         9,270        8,627        643      6.9
CN0809500000000   08     095   Phillips County, CO                               2012         2,134        2,022        112      5.2
CN0809700000000   08     097   Pitkin County, CO                                 2012        10,877       10,085        792      7.3
CN0809900000000   08     099   Prowers County, CO                                2012         6,081        5,649        432      7.1
CN0810100000000   08     101   Pueblo County, CO                                 2012        74,301       66,256      8,045     10.8
CN0810300000000   08     103   Rio Blanco County, CO                             2012         3,084        2,822        262      8.5
CN0810500000000   08     105   Rio Grande County, CO                             2012         5,093        4,463        630     12.4
CN0810700000000   08     107   Routt County, CO                                  2012        14,329       13,285      1,044      7.3
CN0810900000000   08     109   Saguache County, CO                               2012         3,047        2,705        342     11.2
CN0811100000000   08     111   San Juan County, CO                               2012           534          480         54     10.1
CN0811300000000   08     113   San Miguel County, CO                             2012         4,844        4,457        387      8.0
CN0811500000000   08     115   Sedgwick County, CO                               2012         1,116        1,037         79      7.1
CN0811700000000   08     117   Summit County, CO                                 2012        19,265       18,085      1,180      6.1
CN0811900000000   08     119   Teller County, CO                                 2012        11,879       10,869      1,010      8.5
CN0812100000000   08     121   Washington County, CO                             2012         2,627        2,497        130      4.9
CN0812300000000   08     123   Weld County, CO                                   2012       136,480      125,752     10,728      7.9
CN0812500000000   08     125   Yuma County, CO                                   2012         4,868        4,614        254      5.2
CN0900100000000   09     001   Fairfield County, CT                              2012       472,533      435,685     36,848      7.8
CN0900300000000   09     003   Hartford County, CT                               2012       472,531      432,132     40,399      8.5
CN0900500000000   09     005   Litchfield County, CT                             2012       106,066       97,982      8,084      7.6
CN0900700000000   09     007   Middlesex County, CT                              2012        92,041       85,447      6,594      7.2
CN0900900000000   09     009   New Haven County, CT                              2012       456,953      415,353     41,600      9.1
CN0901100000000   09     011   New London County, CT                             2012       139,606      127,495     12,111      8.7
CN0901300000000   09     013   Tolland County, CT                                2012        84,693       78,466      6,227      7.4
CN0901500000000   09     015   Windham County, CT                                2012        63,126       57,130      5,996      9.5
CN1000100000000   10     001   Kent County, DE                                   2012        74,346       68,567      5,779      7.8
CN1000300000000   10     003   New Castle County, DE                             2012       278,591      259,505     19,086      6.9
CN1000500000000   10     005   Sussex County, DE                                 2012        93,026       86,418      6,608      7.1
CN1100100000000   11     001   District of Columbia                              2012       365,176      332,412     32,764      9.0
CN1200100000000   12     001   Alachua County, FL                                2012       129,079      120,238      8,841      6.8
CN1200300000000   12     003   Baker County, FL                                  2012        11,275       10,277        998      8.9
CN1200500000000   12     005   Bay County, FL                                    2012        86,154       78,467      7,687      8.9
CN1200700000000   12     007   Bradford County, FL                               2012        11,074       10,210        864      7.8
CN1200900000000   12     009   Brevard County, FL                                2012       261,046      235,751     25,295      9.7
CN1201100000000   12     011   Broward County, FL                                2012       957,268      878,506     78,762      8.2
CN1201300000000   12     013   Calhoun County, FL                                2012         5,060        4,583        477      9.4
CN1201500000000   12     015   Charlotte County, FL                              2012        65,484       59,064      6,420      9.8
CN1201700000000   12     017   Citrus County, FL                                 2012        51,257       45,575      5,682     11.1
CN1201900000000   12     019   Clay County, FL                                   2012        95,686       88,172      7,514      7.9
CN1202100000000   12     021   Collier County, FL                                2012       151,770      138,572     13,198      8.7
CN1202300000000   12     023   Columbia County, FL                               2012        27,864       25,329      2,535      9.1
CN1202700000000   12     027   DeSoto County, FL                                 2012        12,823       11,507      1,316     10.3
CN1202900000000   12     029   Dixie County, FL                                  2012         5,774        5,166        608     10.5
CN1203100000000   12     031   Duval County, FL                                  2012       453,464      412,793     40,671      9.0
CN1203300000000   12     033   Escambia County, FL                               2012       138,780      126,754     12,026      8.7
