                               Labor Force Data by County, 2010 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2010        25,749       23,481      2,268      8.8
CN0100300000000   01     003   Baldwin County, AL                                2010        83,551       75,283      8,268      9.9
CN0100500000000   01     005   Barbour County, AL                                2010        10,219        8,978      1,241     12.1
CN0100700000000   01     007   Bibb County, AL                                   2010         8,936        7,931      1,005     11.2
CN0100900000000   01     009   Blount County, AL                                 2010        24,928       22,509      2,419      9.7
CN0101100000000   01     011   Bullock County, AL                                2010         4,941        4,365        576     11.7
CN0101300000000   01     013   Butler County, AL                                 2010         9,252        8,015      1,237     13.4
CN0101500000000   01     015   Calhoun County, AL                                2010        51,577       45,798      5,779     11.2
CN0101700000000   01     017   Chambers County, AL                               2010        14,734       12,581      2,153     14.6
CN0101900000000   01     019   Cherokee County, AL                               2010        11,466       10,267      1,199     10.5
CN0102100000000   01     021   Chilton County, AL                                2010        19,474       17,502      1,972     10.1
CN0102300000000   01     023   Choctaw County, AL                                2010         4,857        4,225        632     13.0
CN0102500000000   01     025   Clarke County, AL                                 2010         9,088        7,316      1,772     19.5
CN0102700000000   01     027   Clay County, AL                                   2010         5,844        5,016        828     14.2
CN0102900000000   01     029   Cleburne County, AL                               2010         6,035        5,441        594      9.8
CN0103100000000   01     031   Coffee County, AL                                 2010        21,099       19,313      1,786      8.5
CN0103300000000   01     033   Colbert County, AL                                2010        24,229       21,499      2,730     11.3
CN0103500000000   01     035   Conecuh County, AL                                2010         4,982        4,140        842     16.9
CN0103700000000   01     037   Coosa County, AL                                  2010         4,648        3,946        702     15.1
CN0103900000000   01     039   Covington County, AL                              2010        16,428       14,753      1,675     10.2
CN0104100000000   01     041   Crenshaw County, AL                               2010         6,290        5,658        632     10.0
CN0104300000000   01     043   Cullman County, AL                                2010        35,983       32,272      3,711     10.3
CN0104500000000   01     045   Dale County, AL                                   2010        22,099       20,167      1,932      8.7
CN0104700000000   01     047   Dallas County, AL                                 2010        17,782       14,839      2,943     16.6
CN0104900000000   01     049   DeKalb County, AL                                 2010        30,918       27,084      3,834     12.4
CN0105100000000   01     051   Elmore County, AL                                 2010        36,732       33,435      3,297      9.0
CN0105300000000   01     053   Escambia County, AL                               2010        15,000       13,266      1,734     11.6
CN0105500000000   01     055   Etowah County, AL                                 2010        44,018       39,278      4,740     10.8
CN0105700000000   01     057   Fayette County, AL                                2010         6,827        5,955        872     12.8
CN0105900000000   01     059   Franklin County, AL                               2010        14,252       12,752      1,500     10.5
CN0106100000000   01     061   Geneva County, AL                                 2010        11,564       10,385      1,179     10.2
CN0106300000000   01     063   Greene County, AL                                 2010         3,302        2,741        561     17.0
CN0106500000000   01     065   Hale County, AL                                   2010         6,439        5,485        954     14.8
CN0106700000000   01     067   Henry County, AL                                  2010         7,265        6,483        782     10.8
CN0106900000000   01     069   Houston County, AL                                2010        46,463       42,261      4,202      9.0
CN0107100000000   01     071   Jackson County, AL                                2010        24,347       21,514      2,833     11.6
CN0107300000000   01     073   Jefferson County, AL                              2010       318,651      286,248     32,403     10.2
CN0107500000000   01     075   Lamar County, AL                                  2010         5,797        5,046        751     13.0
CN0107700000000   01     077   Lauderdale County, AL                             2010        43,622       39,278      4,344     10.0
CN0107900000000   01     079   Lawrence County, AL                               2010        14,892       13,052      1,840     12.4
CN0108100000000   01     081   Lee County, AL                                    2010        66,841       60,891      5,950      8.9
CN0108300000000   01     083   Limestone County, AL                              2010        38,356       34,700      3,656      9.5
CN0108500000000   01     085   Lowndes County, AL                                2010         4,342        3,555        787     18.1
CN0108700000000   01     087   Macon County, AL                                  2010         8,928        7,635      1,293     14.5
CN0108900000000   01     089   Madison County, AL                                2010       169,944      155,994     13,950      8.2
CN0109100000000   01     091   Marengo County, AL                                2010         8,130        7,036      1,094     13.5
CN0109300000000   01     093   Marion County, AL                                 2010        13,203       11,448      1,755     13.3
CN0109500000000   01     095   Marshall County, AL                               2010        41,688       37,721      3,967      9.5
CN0109700000000   01     097   Mobile County, AL                                 2010       192,800      171,314     21,486     11.1
CN0109900000000   01     099   Monroe County, AL                                 2010         8,694        7,147      1,547     17.8
CN0110100000000   01     101   Montgomery County, AL                             2010       108,868       98,105     10,763      9.9
CN0110300000000   01     103   Morgan County, AL                                 2010        57,844       51,711      6,133     10.6
CN0110500000000   01     105   Perry County, AL                                  2010         3,885        3,243        642     16.5
CN0110700000000   01     107   Pickens County, AL                                2010         7,696        6,701        995     12.9
CN0110900000000   01     109   Pike County, AL                                   2010        15,698       14,229      1,469      9.4
CN0111100000000   01     111   Randolph County, AL                               2010         9,701        8,428      1,273     13.1
CN0111300000000   01     113   Russell County, AL                                2010        23,828       21,271      2,557     10.7
CN0111500000000   01     115   St. Clair County, AL                              2010        38,296       34,472      3,824     10.0
CN0111700000000   01     117   Shelby County, AL                                 2010       102,466       95,317      7,149      7.0
CN0111900000000   01     119   Sumter County, AL                                 2010         5,774        5,018        756     13.1
CN0112100000000   01     121   Talladega County, AL                              2010        35,097       30,455      4,642     13.2
CN0112300000000   01     123   Tallapoosa County, AL                             2010        19,075       16,615      2,460     12.9
CN0112500000000   01     125   Tuscaloosa County, AL                             2010        94,028       85,458      8,570      9.1
CN0112700000000   01     127   Walker County, AL                                 2010        27,274       23,867      3,407     12.5
CN0112900000000   01     129   Washington County, AL                             2010         7,377        6,348      1,029     13.9
CN0113100000000   01     131   Wilcox County, AL                                 2010         3,054        2,266        788     25.8
CN0113300000000   01     133   Winston County, AL                                2010         9,868        8,322      1,546     15.7
CN0201300000000   02     013   Aleutians East Borough, AK                        2010         2,028        1,910        118      5.8
CN0201600000000   02     016   Aleutians West Census Area, AK                    2010         3,949        3,742        207      5.2
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2010       157,743      146,993     10,750      6.8
CN0205000000000   02     050   Bethel Census Area, AK                            2010         7,174        6,091      1,083     15.1
CN0206000000000   02     060   Bristol Bay Borough, AK                           2010           505          454         51     10.1
CN0206800000000   02     068   Denali Borough, AK                                2010         1,013          888        125     12.3
CN0207000000000   02     070   Dillingham Census Area, AK                        2010         2,090        1,871        219     10.5
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2010        48,234       44,917      3,317      6.9
CN0210000000000   02     100   Haines Borough, AK                                2010         1,151        1,024        127     11.0
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2010         1,067          912        155     14.5
CN0211000000000   02     110   Juneau Borough/city, AK                           2010        17,880       16,787      1,093      6.1
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2010        27,009       24,220      2,789     10.3
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2010         7,122        6,477        645      9.1
CN0215000000000   02     150   Kodiak Island Borough, AK                         2010         6,465        5,971        494      7.6
CN0215800000000   02     158   Kusilvak Census Area, AK                          2010         2,668        2,107        561     21.0
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2010           605          515         90     14.9
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2010        42,324       38,178      4,146      9.8
CN0218000000000   02     180   Nome Census Area, AK                              2010         4,115        3,582        533     13.0
CN0218500000000   02     185   North Slope Borough, AK                           2010         3,965        3,635        330      8.3
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2010         2,962        2,551        411     13.9
CN0219500000000   02     195   Petersburg Borough, AK                            2010         1,844        1,692        152      8.2
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2010         2,544        2,267        277     10.9
CN0222000000000   02     220   Sitka Borough/city, AK                            2010         4,556        4,258        298      6.5
CN0223000000000   02     230   Skagway Municipality, AK                          2010           719          611        108     15.0
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2010         3,200        2,806        394     12.3
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2010         4,876        4,403        473      9.7
CN0227500000000   02     275   Wrangell Borough/city, AK                         2010         1,028          942         86      8.4
CN0228200000000   02     282   Yakutat Borough/city, AK                          2010           297          264         33     11.1
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2010         2,575        2,117        458     17.8
CN0400100000000   04     001   Apache County, AZ                                 2010        23,475       19,645      3,830     16.3
CN0400300000000   04     003   Cochise County, AZ                                2010        57,146       51,843      5,303      9.3
CN0400500000000   04     005   Coconino County, AZ                               2010        72,998       65,838      7,160      9.8
CN0400700000000   04     007   Gila County, AZ                                   2010        21,664       18,969      2,695     12.4
CN0400900000000   04     009   Graham County, AZ                                 2010        14,598       12,724      1,874     12.8
CN0401100000000   04     011   Greenlee County, AZ                               2010         3,444        2,883        561     16.3
CN0401200000000   04     012   La Paz County, AZ                                 2010         7,885        7,084        801     10.2
CN0401300000000   04     013   Maricopa County, AZ                               2010     1,923,669    1,741,749    181,920      9.5
CN0401500000000   04     015   Mohave County, AZ                                 2010        82,880       72,206     10,674     12.9
CN0401700000000   04     017   Navajo County, AZ                                 2010        43,978       37,557      6,421     14.6
CN0401900000000   04     019   Pima County, AZ                                   2010       479,984      435,352     44,632      9.3
CN0402100000000   04     021   Pinal County, AZ                                  2010       154,038      137,636     16,402     10.6
CN0402300000000   04     023   Santa Cruz County, AZ                             2010        20,917       17,748      3,169     15.2
CN0402500000000   04     025   Yavapai County, AZ                                2010        96,734       86,472     10,262     10.6
CN0402700000000   04     027   Yuma County, AZ                                   2010        92,909       69,699     23,210     25.0
CN0500100000000   05     001   Arkansas County, AR                               2010        11,273        9,251      2,022     17.9
CN0500300000000   05     003   Ashley County, AR                                 2010         9,896        8,949        947      9.6
CN0500500000000   05     005   Baxter County, AR                                 2010        16,596       15,088      1,508      9.1
CN0500700000000   05     007   Benton County, AR                                 2010       107,052      100,219      6,833      6.4
CN0500900000000   05     009   Boone County, AR                                  2010        16,502       15,259      1,243      7.5
CN0501100000000   05     011   Bradley County, AR                                2010         5,157        4,637        520     10.1
CN0501300000000   05     013   Calhoun County, AR                                2010         2,701        2,474        227      8.4
CN0501500000000   05     015   Carroll County, AR                                2010        12,601       11,711        890      7.1
CN0501700000000   05     017   Chicot County, AR                                 2010         4,271        3,763        508     11.9
CN0501900000000   05     019   Clark County, AR                                  2010        10,366        9,526        840      8.1
CN0502100000000   05     021   Clay County, AR                                   2010         7,464        6,673        791     10.6
CN0502300000000   05     023   Cleburne County, AR                               2010        10,348        9,491        857      8.3
CN0502500000000   05     025   Cleveland County, AR                              2010         3,884        3,570        314      8.1
CN0502700000000   05     027   Columbia County, AR                               2010        10,516        9,504      1,012      9.6
CN0502900000000   05     029   Conway County, AR                                 2010         9,023        8,183        840      9.3
CN0503100000000   05     031   Craighead County, AR                              2010        47,751       44,346      3,405      7.1
CN0503300000000   05     033   Crawford County, AR                               2010        28,286       26,053      2,233      7.9
CN0503500000000   05     035   Crittenden County, AR                             2010        22,778       20,478      2,300     10.1
CN0503700000000   05     037   Cross County, AR                                  2010         8,608        7,921        687      8.0
CN0503900000000   05     039   Dallas County, AR                                 2010         3,602        3,187        415     11.5
CN0504100000000   05     041   Desha County, AR                                  2010         5,895        5,264        631     10.7
CN0504300000000   05     043   Drew County, AR                                   2010         8,702        7,799        903     10.4
CN0504500000000   05     045   Faulkner County, AR                               2010        58,662       54,585      4,077      6.9
CN0504700000000   05     047   Franklin County, AR                               2010         7,796        7,216        580      7.4
CN0504900000000   05     049   Fulton County, AR                                 2010         5,167        4,778        389      7.5
CN0505100000000   05     051   Garland County, AR                                2010        41,504       38,130      3,374      8.1
CN0505300000000   05     053   Grant County, AR                                  2010         8,561        7,978        583      6.8
CN0505500000000   05     055   Greene County, AR                                 2010        19,641       17,804      1,837      9.4
CN0505700000000   05     057   Hempstead County, AR                              2010        10,693        9,740        953      8.9
CN0505900000000   05     059   Hot Spring County, AR                             2010        14,225       13,051      1,174      8.3
CN0506100000000   05     061   Howard County, AR                                 2010         6,575        6,086        489      7.4
CN0506300000000   05     063   Independence County, AR                           2010        17,042       15,596      1,446      8.5
CN0506500000000   05     065   Izard County, AR                                  2010         5,132        4,634        498      9.7
CN0506700000000   05     067   Jackson County, AR                                2010         6,719        5,950        769     11.4
CN0506900000000   05     069   Jefferson County, AR                              2010        33,924       30,505      3,419     10.1
CN0507100000000   05     071   Johnson County, AR                                2010        10,972       10,103        869      7.9
CN0507300000000   05     073   Lafayette County, AR                              2010         3,073        2,785        288      9.4
CN0507500000000   05     075   Lawrence County, AR                               2010         7,433        6,752        681      9.2
CN0507700000000   05     077   Lee County, AR                                    2010         3,699        3,395        304      8.2
CN0507900000000   05     079   Lincoln County, AR                                2010         4,693        4,268        425      9.1
CN0508100000000   05     081   Little River County, AR                           2010         6,213        5,750        463      7.5
CN0508300000000   05     083   Logan County, AR                                  2010         9,795        8,988        807      8.2
CN0508500000000   05     085   Lonoke County, AR                                 2010        33,265       31,105      2,160      6.5
CN0508700000000   05     087   Madison County, AR                                2010         7,265        6,771        494      6.8
CN0508900000000   05     089   Marion County, AR                                 2010         6,706        6,051        655      9.8
CN0509100000000   05     091   Miller County, AR                                 2010        20,554       19,406      1,148      5.6
CN0509300000000   05     093   Mississippi County, AR                            2010        20,369       17,940      2,429     11.9
CN0509500000000   05     095   Monroe County, AR                                 2010         3,410        3,107        303      8.9
CN0509700000000   05     097   Montgomery County, AR                             2010         3,931        3,602        329      8.4
CN0509900000000   05     099   Nevada County, AR                                 2010         4,021        3,635        386      9.6
CN0510100000000   05     101   Newton County, AR                                 2010         3,788        3,536        252      6.7
CN0510300000000   05     103   Ouachita County, AR                               2010        11,386       10,346      1,040      9.1
CN0510500000000   05     105   Perry County, AR                                  2010         4,554        4,163        391      8.6
CN0510700000000   05     107   Phillips County, AR                               2010         8,572        7,699        873     10.2
CN0510900000000   05     109   Pike County, AR                                   2010         4,900        4,475        425      8.7
CN0511100000000   05     111   Poinsett County, AR                               2010        10,722        9,758        964      9.0
CN0511300000000   05     113   Polk County, AR                                   2010         9,012        8,367        645      7.2
CN0511500000000   05     115   Pope County, AR                                   2010        30,095       27,834      2,261      7.5
CN0511700000000   05     117   Prairie County, AR                                2010         3,964        3,613        351      8.9
CN0511900000000   05     119   Pulaski County, AR                                2010       189,160      175,899     13,261      7.0
CN0512100000000   05     121   Randolph County, AR                               2010         7,246        6,530        716      9.9
CN0512300000000   05     123   St. Francis County, AR                            2010         9,815        8,806      1,009     10.3
CN0512500000000   05     125   Saline County, AR                                 2010        53,348       49,934      3,414      6.4
CN0512700000000   05     127   Scott County, AR                                  2010         4,756        4,434        322      6.8
CN0512900000000   05     129   Searcy County, AR                                 2010         3,388        3,088        300      8.9
CN0513100000000   05     131   Sebastian County, AR                              2010        59,472       54,881      4,591      7.7
CN0513300000000   05     133   Sevier County, AR                                 2010         7,089        6,613        476      6.7
CN0513500000000   05     135   Sharp County, AR                                  2010         6,302        5,706        596      9.5
CN0513700000000   05     137   Stone County, AR                                  2010         5,517        5,115        402      7.3
CN0513900000000   05     139   Union County, AR                                  2010        17,213       15,321      1,892     11.0
CN0514100000000   05     141   Van Buren County, AR                              2010         6,469        5,768        701     10.8
CN0514300000000   05     143   Washington County, AR                             2010       102,805       96,374      6,431      6.3
CN0514500000000   05     145   White County, AR                                  2010        36,409       33,516      2,893      7.9
CN0514700000000   05     147   Woodruff County, AR                               2010         3,621        3,258        363     10.0
CN0514900000000   05     149   Yell County, AR                                   2010         9,722        8,967        755      7.8
CN0600100000000   06     001   Alameda County, CA                                2010       782,680      695,343     87,337     11.2
CN0600300000000   06     003   Alpine County, CA                                 2010           542          471         71     13.1
CN0600500000000   06     005   Amador County, CA                                 2010        15,523       13,291      2,232     14.4
CN0600700000000   06     007   Butte County, CA                                  2010       102,713       88,098     14,615     14.2
CN0600900000000   06     009   Calaveras County, CA                              2010        21,045       17,931      3,114     14.8
CN0601100000000   06     011   Colusa County, CA                                 2010        11,560        9,095      2,465     21.3
CN0601300000000   06     013   Contra Costa County, CA                           2010       525,745      466,727     59,018     11.2
CN0601500000000   06     015   Del Norte County, CA                              2010        10,944        9,465      1,479     13.5
CN0601700000000   06     017   El Dorado County, CA                              2010        91,205       79,799     11,406     12.5
CN0601900000000   06     019   Fresno County, CA                                 2010       440,562      365,290     75,272     17.1
CN0602100000000   06     021   Glenn County, CA                                  2010        13,242       11,151      2,091     15.8
CN0602300000000   06     023   Humboldt County, CA                               2010        66,064       58,933      7,131     10.8
CN0602500000000   06     025   Imperial County, CA                               2010        79,098       55,836     23,262     29.4
CN0602700000000   06     027   Inyo County, CA                                   2010         9,755        8,783        972     10.0
CN0602900000000   06     029   Kern County, CA                                   2010       372,229      312,566     59,663     16.0
CN0603100000000   06     031   Kings County, CA                                  2010        59,562       49,730      9,832     16.5
CN0603300000000   06     033   Lake County, CA                                   2010        29,899       25,279      4,620     15.5
CN0603500000000   06     035   Lassen County, CA                                 2010        12,117       10,374      1,743     14.4
CN0603700000000   06     037   Los Angeles County, CA                            2010     4,940,672    4,318,722    621,950     12.6
CN0603900000000   06     039   Madera County, CA                                 2010        61,743       51,236     10,507     17.0
CN0604100000000   06     041   Marin County, CA                                  2010       132,971      122,259     10,712      8.1
CN0604300000000   06     043   Mariposa County, CA                               2010         8,720        7,563      1,157     13.3
CN0604500000000   06     045   Mendocino County, CA                              2010        41,614       36,679      4,935     11.9
CN0604700000000   06     047   Merced County, CA                                 2010       113,874       92,954     20,920     18.4
CN0604900000000   06     049   Modoc County, CA                                  2010         3,821        3,228        593     15.5
CN0605100000000   06     051   Mono County, CA                                   2010         8,890        7,963        927     10.4
CN0605300000000   06     053   Monterey County, CA                               2010       216,038      187,860     28,178     13.0
CN0605500000000   06     055   Napa County, CA                                   2010        70,244       62,830      7,414     10.6
CN0605700000000   06     057   Nevada County, CA                                 2010        48,939       43,068      5,871     12.0
CN0605900000000   06     059   Orange County, CA                                 2010     1,537,701    1,383,916    153,785     10.0
CN0606100000000   06     061   Placer County, CA                                 2010       173,433      152,847     20,586     11.9
CN0606300000000   06     063   Plumas County, CA                                 2010         9,172        7,460      1,712     18.7
CN0606500000000   06     065   Riverside County, CA                              2010       977,784      839,147    138,637     14.2
CN0606700000000   06     067   Sacramento County, CA                             2010       683,829      595,476     88,353     12.9
CN0606900000000   06     069   San Benito County, CA                             2010        27,957       23,632      4,325     15.5
CN0607100000000   06     071   San Bernardino County, CA                         2010       891,422      767,935    123,487     13.9
CN0607300000000   06     073   San Diego County, CA                              2010     1,515,862    1,348,833    167,029     11.0
CN0607500000000   06     075   San Francisco County/city, CA                     2010       485,779      441,571     44,208      9.1
CN0607700000000   06     077   San Joaquin County, CA                            2010       312,104      259,334     52,770     16.9
CN0607900000000   06     079   San Luis Obispo County, CA                        2010       133,590      119,904     13,686     10.2
CN0608100000000   06     081   San Mateo County, CA                              2010       392,869      359,249     33,620      8.6
CN0608300000000   06     083   Santa Barbara County, CA                          2010       212,274      191,192     21,082      9.9
CN0608500000000   06     085   Santa Clara County, CA                            2010       926,868      828,008     98,860     10.7
CN0608700000000   06     087   Santa Cruz County, CA                             2010       141,873      122,559     19,314     13.6
CN0608900000000   06     089   Shasta County, CA                                 2010        78,680       65,168     13,512     17.2
CN0609100000000   06     091   Sierra County, CA                                 2010         1,614        1,361        253     15.7
CN0609300000000   06     093   Siskiyou County, CA                               2010        19,672       16,283      3,389     17.2
CN0609500000000   06     095   Solano County, CA                                 2010       202,546      176,520     26,026     12.8
CN0609700000000   06     097   Sonoma County, CA                                 2010       244,609      217,546     27,063     11.1
CN0609900000000   06     099   Stanislaus County, CA                             2010       243,828      201,670     42,158     17.3
CN0610100000000   06     101   Sutter County, CA                                 2010        46,089       37,433      8,656     18.8
CN0610300000000   06     103   Tehama County, CA                                 2010        25,762       21,699      4,063     15.8
CN0610500000000   06     105   Trinity County, CA                                2010         5,436        4,490        946     17.4
CN0610700000000   06     107   Tulare County, CA                                 2010       203,498      167,682     35,816     17.6
CN0610900000000   06     109   Tuolumne County, CA                               2010        22,657       19,124      3,533     15.6
CN0611100000000   06     111   Ventura County, CA                                2010       430,235      382,449     47,786     11.1
CN0611300000000   06     113   Yolo County, CA                                   2010       102,253       89,606     12,647     12.4
CN0611500000000   06     115   Yuba County, CA                                   2010        29,137       23,841      5,296     18.2
CN0800100000000   08     001   Adams County, CO                                  2010       233,563      209,082     24,481     10.5
CN0800300000000   08     003   Alamosa County, CO                                2010         7,681        6,955        726      9.5
CN0800500000000   08     005   Arapahoe County, CO                               2010       315,828      287,454     28,374      9.0
CN0800700000000   08     007   Archuleta County, CO                              2010         5,771        5,129        642     11.1
CN0800900000000   08     009   Baca County, CO                                   2010         2,074        1,967        107      5.2
CN0801100000000   08     011   Bent County, CO                                   2010         2,000        1,829        171      8.6
CN0801300000000   08     013   Boulder County, CO                                2010       169,678      157,072     12,606      7.4
CN0801400000000   08     014   Broomfield County/city, CO                        2010        31,418       28,970      2,448      7.8
CN0801500000000   08     015   Chaffee County, CO                                2010         8,244        7,575        669      8.1
CN0801700000000   08     017   Cheyenne County, CO                               2010         1,042          996         46      4.4
CN0801900000000   08     019   Clear Creek County, CO                            2010         5,597        5,126        471      8.4
CN0802100000000   08     021   Conejos County, CO                                2010         3,744        3,368        376     10.0
CN0802300000000   08     023   Costilla County, CO                               2010         1,550        1,378        172     11.1
CN0802500000000   08     025   Crowley County, CO                                2010         1,520        1,373        147      9.7
CN0802700000000   08     027   Custer County, CO                                 2010         2,070        1,925        145      7.0
CN0802900000000   08     029   Delta County, CO                                  2010        14,477       12,860      1,617     11.2
CN0803100000000   08     031   Denver County/city, CO                            2010       346,523      313,456     33,067      9.5
CN0803300000000   08     033   Dolores County, CO                                2010         1,003          817        186     18.5
CN0803500000000   08     035   Douglas County, CO                                2010       156,945      145,418     11,527      7.3
CN0803700000000   08     037   Eagle County, CO                                  2010        32,342       29,465      2,877      8.9
CN0803900000000   08     039   Elbert County, CO                                 2010        12,712       11,635      1,077      8.5
CN0804100000000   08     041   El Paso County, CO                                2010       305,347      275,510     29,837      9.8
CN0804300000000   08     043   Fremont County, CO                                2010        15,798       13,864      1,934     12.2
CN0804500000000   08     045   Garfield County, CO                               2010        31,281       27,896      3,385     10.8
CN0804700000000   08     047   Gilpin County, CO                                 2010         3,316        3,036        280      8.4
CN0804900000000   08     049   Grand County, CO                                  2010         8,924        8,102        822      9.2
CN0805100000000   08     051   Gunnison County, CO                               2010        10,047        9,365        682      6.8
CN0805300000000   08     053   Hinsdale County, CO                               2010           468          440         28      6.0
CN0805500000000   08     055   Huerfano County, CO                               2010         2,703        2,309        394     14.6
CN0805700000000   08     057   Jackson County, CO                                2010           917          832         85      9.3
CN0805900000000   08     059   Jefferson County, CO                              2010       303,208      276,614     26,594      8.8
CN0806100000000   08     061   Kiowa County, CO                                  2010           776          724         52      6.7
CN0806300000000   08     063   Kit Carson County, CO                             2010         4,368        4,158        210      4.8
CN0806500000000   08     065   Lake County, CO                                   2010         4,362        3,860        502     11.5
CN0806700000000   08     067   La Plata County, CO                               2010        29,766       27,527      2,239      7.5
CN0806900000000   08     069   Larimer County, CO                                2010       169,439      155,799     13,640      8.1
CN0807100000000   08     071   Las Animas County, CO                             2010         7,178        6,381        797     11.1
CN0807300000000   08     073   Lincoln County, CO                                2010         2,144        2,009        135      6.3
CN0807500000000   08     075   Logan County, CO                                  2010        11,215       10,469        746      6.7
CN0807700000000   08     077   Mesa County, CO                                   2010        75,893       67,247      8,646     11.4
CN0807900000000   08     079   Mineral County, CO                                2010           414          384         30      7.2
CN0808100000000   08     081   Moffat County, CO                                 2010         8,063        7,220        843     10.5
CN0808300000000   08     083   Montezuma County, CO                              2010        13,018       11,774      1,244      9.6
CN0808500000000   08     085   Montrose County, CO                               2010        20,572       18,217      2,355     11.4
CN0808700000000   08     087   Morgan County, CO                                 2010        14,383       13,318      1,065      7.4
CN0808900000000   08     089   Otero County, CO                                  2010         8,464        7,650        814      9.6
CN0809100000000   08     091   Ouray County, CO                                  2010         2,148        1,925        223     10.4
CN0809300000000   08     093   Park County, CO                                   2010         9,605        8,786        819      8.5
CN0809500000000   08     095   Phillips County, CO                               2010         2,187        2,065        122      5.6
CN0809700000000   08     097   Pitkin County, CO                                 2010        10,845        9,922        923      8.5
CN0809900000000   08     099   Prowers County, CO                                2010         6,143        5,691        452      7.4
CN0810100000000   08     101   Pueblo County, CO                                 2010        74,239       66,147      8,092     10.9
CN0810300000000   08     103   Rio Blanco County, CO                             2010         3,139        2,844        295      9.4
CN0810500000000   08     105   Rio Grande County, CO                             2010         5,201        4,618        583     11.2
CN0810700000000   08     107   Routt County, CO                                  2010        14,497       13,089      1,408      9.7
CN0810900000000   08     109   Saguache County, CO                               2010         3,059        2,734        325     10.6
CN0811100000000   08     111   San Juan County, CO                               2010           505          439         66     13.1
CN0811300000000   08     113   San Miguel County, CO                             2010         4,874        4,473        401      8.2
CN0811500000000   08     115   Sedgwick County, CO                               2010         1,097        1,011         86      7.8
CN0811700000000   08     117   Summit County, CO                                 2010        19,050       17,698      1,352      7.1
CN0811900000000   08     119   Teller County, CO                                 2010        12,312       11,110      1,202      9.8
CN0812100000000   08     121   Washington County, CO                             2010         2,579        2,418        161      6.2
CN0812300000000   08     123   Weld County, CO                                   2010       131,495      118,861     12,634      9.6
CN0812500000000   08     125   Yuma County, CO                                   2010         4,905        4,614        291      5.9
CN0900100000000   09     001   Fairfield County, CT                              2010       473,108      431,251     41,857      8.8
CN0900300000000   09     003   Hartford County, CT                               2010       479,530      431,989     47,541      9.9
CN0900500000000   09     005   Litchfield County, CT                             2010       108,289       98,339      9,950      9.2
CN0900700000000   09     007   Middlesex County, CT                              2010        93,234       85,502      7,732      8.3
CN0900900000000   09     009   New Haven County, CT                              2010       462,399      413,886     48,513     10.5
CN0901100000000   09     011   New London County, CT                             2010       143,832      130,327     13,505      9.4
CN0901300000000   09     013   Tolland County, CT                                2010        86,340       79,251      7,089      8.2
CN0901500000000   09     015   Windham County, CT                                2010        64,559       57,576      6,983     10.8
CN1000100000000   10     001   Kent County, DE                                   2010        73,026       66,336      6,690      9.2
CN1000300000000   10     003   New Castle County, DE                             2010       272,650      249,470     23,180      8.5
CN1000500000000   10     005   Sussex County, DE                                 2010        90,518       82,581      7,937      8.8
CN1100100000000   11     001   District of Columbia                              2010       346,707      312,132     34,575     10.0
CN1200100000000   12     001   Alachua County, FL                                2010       127,384      117,504      9,880      7.8
CN1200300000000   12     003   Baker County, FL                                  2010        11,453       10,197      1,256     11.0
CN1200500000000   12     005   Bay County, FL                                    2010        85,366       76,683      8,683     10.2
CN1200700000000   12     007   Bradford County, FL                               2010        11,490       10,393      1,097      9.5
CN1200900000000   12     009   Brevard County, FL                                2010       263,342      234,627     28,715     10.9
CN1201100000000   12     011   Broward County, FL                                2010       928,815      837,443     91,372      9.8
CN1201300000000   12     013   Calhoun County, FL                                2010         5,269        4,754        515      9.8
CN1201500000000   12     015   Charlotte County, FL                              2010        65,696       57,567      8,129     12.4
CN1201700000000   12     017   Citrus County, FL                                 2010        52,351       45,375      6,976     13.3
CN1201900000000   12     019   Clay County, FL                                   2010        95,069       85,944      9,125      9.6
CN1202100000000   12     021   Collier County, FL                                2010       144,056      127,810     16,246     11.3
CN1202300000000   12     023   Columbia County, FL                               2010        28,547       25,546      3,001     10.5
CN1202700000000   12     027   DeSoto County, FL                                 2010        12,965       11,425      1,540     11.9
CN1202900000000   12     029   Dixie County, FL                                  2010         5,694        4,983        711     12.5
CN1203100000000   12     031   Duval County, FL                                  2010       450,860      401,244     49,616     11.0
CN1203300000000   12     033   Escambia County, FL                               2010       138,672      125,154     13,518      9.7
CN1203500000000   12     035   Flagler County, FL                                2010        40,956       36,034      4,922     12.0
CN1203700000000   12     037   Franklin County, FL                               2010         4,899        4,522        377      7.7
