                               Labor Force Data by County, 2015 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0107500000000   01     075   Lamar County, AL                                  2015         5,602        5,246        356      6.4
CN0107700000000   01     077   Lauderdale County, AL                             2015        42,544       39,577      2,967      7.0
CN0107900000000   01     079   Lawrence County, AL                               2015        13,642       12,582      1,060      7.8
CN0108100000000   01     081   Lee County, AL                                    2015        70,690       66,958      3,732      5.3
CN0108300000000   01     083   Limestone County, AL                              2015        39,848       37,653      2,195      5.5
CN0108500000000   01     085   Lowndes County, AL                                2015         3,819        3,376        443     11.6
CN0108700000000   01     087   Macon County, AL                                  2015         7,951        7,307        644      8.1
CN0108900000000   01     089   Madison County, AL                                2015       170,473      161,071      9,402      5.5
CN0109100000000   01     091   Marengo County, AL                                2015         7,387        6,820        567      7.7
CN0109300000000   01     093   Marion County, AL                                 2015        12,453       11,583        870      7.0
CN0109500000000   01     095   Marshall County, AL                               2015        40,290       37,944      2,346      5.8
CN0109700000000   01     097   Mobile County, AL                                 2015       186,483      173,586     12,897      6.9
CN0109900000000   01     099   Monroe County, AL                                 2015         7,324        6,583        741     10.1
CN0110100000000   01     101   Montgomery County, AL                             2015       104,799       98,376      6,423      6.1
CN0110300000000   01     103   Morgan County, AL                                 2015        54,782       51,538      3,244      5.9
CN0110500000000   01     105   Perry County, AL                                  2015         3,478        3,129        349     10.0
CN0110700000000   01     107   Pickens County, AL                                2015         7,987        7,445        542      6.8
CN0110900000000   01     109   Pike County, AL                                   2015        14,904       13,918        986      6.6
CN0111100000000   01     111   Randolph County, AL                               2015         9,410        8,852        558      5.9
CN0111300000000   01     113   Russell County, AL                                2015        24,051       22,614      1,437      6.0
CN0111500000000   01     115   St. Clair County, AL                              2015        38,470       36,452      2,018      5.2
CN0111700000000   01     117   Shelby County, AL                                 2015       107,932      103,362      4,570      4.2
CN0111900000000   01     119   Sumter County, AL                                 2015         5,096        4,687        409      8.0
CN0112100000000   01     121   Talladega County, AL                              2015        35,052       32,736      2,316      6.6
CN0112300000000   01     123   Tallapoosa County, AL                             2015        18,696       17,550      1,146      6.1
CN0112500000000   01     125   Tuscaloosa County, AL                             2015        98,625       93,229      5,396      5.5
CN0112700000000   01     127   Walker County, AL                                 2015        25,503       23,650      1,853      7.3
CN0112900000000   01     129   Washington County, AL                             2015         6,685        6,086        599      9.0
CN0113100000000   01     131   Wilcox County, AL                                 2015         2,819        2,404        415     14.7
CN0113300000000   01     133   Winston County, AL                                2015         9,354        8,645        709      7.6
CN0201300000000   02     013   Aleutians East Borough, AK                        2015         2,472        2,395         77      3.1
CN0201600000000   02     016   Aleutians West Census Area, AK                    2015         4,060        3,908        152      3.7
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2015       156,476      148,856      7,620      4.9
CN0205000000000   02     050   Bethel Census Area, AK                            2015         7,325        6,304      1,021     13.9
CN0206000000000   02     060   Bristol Bay Borough, AK                           2015           380          346         34      8.9
CN0206800000000   02     068   Denali Borough, AK                                2015         1,066          976         90      8.4
CN0207000000000   02     070   Dillingham Census Area, AK                        2015         2,033        1,843        190      9.3
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2015        46,308       43,862      2,446      5.3
CN0210000000000   02     100   Haines Borough, AK                                2015         1,083          980        103      9.5
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2015         1,128          962        166     14.7
CN0211000000000   02     110   Juneau Borough/city, AK                           2015        17,060       16,283        777      4.6
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2015        27,557       25,470      2,087      7.6
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2015         6,944        6,482        462      6.7
CN0215000000000   02     150   Kodiak Island Borough, AK                         2015         6,608        6,300        308      4.7
CN0215800000000   02     158   Kusilvak Census Area, AK                          2015         2,787        2,160        627     22.5
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2015           643          565         78     12.1
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2015        46,057       42,633      3,424      7.4
CN0218000000000   02     180   Nome Census Area, AK                              2015         4,065        3,596        469     11.5
CN0218500000000   02     185   North Slope Borough, AK                           2015         4,296        4,059        237      5.5
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2015         2,893        2,444        449     15.5
CN0219500000000   02     195   Petersburg Borough, AK                            2015         1,490        1,361        129      8.7
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2015         2,750        2,415        335     12.2
CN0222000000000   02     220   Sitka Borough/city, AK                            2015         4,591        4,387        204      4.4
CN0223000000000   02     230   Skagway Municipality, AK                          2015           808          718         90     11.1
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2015         2,997        2,688        309     10.3
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2015         4,864        4,456        408      8.4
CN0227500000000   02     275   Wrangell Borough/city, AK                         2015         1,028          950         78      7.6
CN0228200000000   02     282   Yakutat Borough/city, AK                          2015           259          237         22      8.5
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2015         2,395        1,968        427     17.8
CN0400100000000   04     001   Apache County, AZ                                 2015        20,730       17,966      2,764     13.3
CN0400300000000   04     003   Cochise County, AZ                                2015        50,586       46,891      3,695      7.3
CN0400500000000   04     005   Coconino County, AZ                               2015        73,669       68,861      4,808      6.5
CN0400700000000   04     007   Gila County, AZ                                   2015        21,321       19,633      1,688      7.9
CN0400900000000   04     009   Graham County, AZ                                 2015        14,590       13,515      1,075      7.4
CN0401100000000   04     011   Greenlee County, AZ                               2015         4,068        3,745        323      7.9
CN0401200000000   04     012   La Paz County, AZ                                 2015         8,217        7,602        615      7.5
CN0401300000000   04     013   Maricopa County, AZ                               2015     2,033,488    1,928,852    104,636      5.1
CN0401500000000   04     015   Mohave County, AZ                                 2015        80,004       73,633      6,371      8.0
CN0401700000000   04     017   Navajo County, AZ                                 2015        40,931       36,963      3,968      9.7
CN0401900000000   04     019   Pima County, AZ                                   2015       467,826      442,099     25,727      5.5
CN0402100000000   04     021   Pinal County, AZ                                  2015       158,049      148,079      9,970      6.3
CN0402300000000   04     023   Santa Cruz County, AZ                             2015        19,986       17,687      2,299     11.5
CN0402500000000   04     025   Yavapai County, AZ                                2015        96,735       91,286      5,449      5.6
CN0402700000000   04     027   Yuma County, AZ                                   2015        94,249       73,736     20,513     21.8
CN0500100000000   05     001   Arkansas County, AR                               2015         9,534        9,142        392      4.1
CN0500300000000   05     003   Ashley County, AR                                 2015         8,397        7,771        626      7.5
CN0500500000000   05     005   Baxter County, AR                                 2015        16,288       15,407        881      5.4
CN0500700000000   05     007   Benton County, AR                                 2015       122,348      117,802      4,546      3.7
CN0500900000000   05     009   Boone County, AR                                  2015        15,909       15,145        764      4.8
CN0501100000000   05     011   Bradley County, AR                                2015         4,575        4,314        261      5.7
CN0501300000000   05     013   Calhoun County, AR                                2015         2,429        2,300        129      5.3
CN0501500000000   05     015   Carroll County, AR                                2015        12,711       12,138        573      4.5
CN0501700000000   05     017   Chicot County, AR                                 2015         3,743        3,408        335      9.0
CN0501900000000   05     019   Clark County, AR                                  2015         9,663        9,144        519      5.4
CN0502100000000   05     021   Clay County, AR                                   2015         6,323        5,911        412      6.5
CN0502300000000   05     023   Cleburne County, AR                               2015         9,655        8,996        659      6.8
CN0502500000000   05     025   Cleveland County, AR                              2015         3,371        3,184        187      5.5
CN0502700000000   05     027   Columbia County, AR                               2015         9,599        8,982        617      6.4
CN0502900000000   05     029   Conway County, AR                                 2015         8,682        8,161        521      6.0
CN0503100000000   05     031   Craighead County, AR                              2015        51,214       48,977      2,237      4.4
CN0503300000000   05     033   Crawford County, AR                               2015        26,962       25,582      1,380      5.1
CN0503500000000   05     035   Crittenden County, AR                             2015        21,503       20,198      1,305      6.1
CN0503700000000   05     037   Cross County, AR                                  2015         8,135        7,701        434      5.3
CN0503900000000   05     039   Dallas County, AR                                 2015         2,987        2,782        205      6.9
CN0504100000000   05     041   Desha County, AR                                  2015         5,579        5,178        401      7.2
CN0504300000000   05     043   Drew County, AR                                   2015         8,115        7,568        547      6.7
CN0504500000000   05     045   Faulkner County, AR                               2015        60,161       57,396      2,765      4.6
CN0504700000000   05     047   Franklin County, AR                               2015         7,442        7,080        362      4.9
CN0504900000000   05     049   Fulton County, AR                                 2015         4,779        4,534        245      5.1
CN0505100000000   05     051   Garland County, AR                                2015        40,111       37,950      2,161      5.4
CN0505300000000   05     053   Grant County, AR                                  2015         8,293        7,921        372      4.5
CN0505500000000   05     055   Greene County, AR                                 2015        20,036       19,012      1,024      5.1
CN0505700000000   05     057   Hempstead County, AR                              2015         9,965        9,483        482      4.8
CN0505900000000   05     059   Hot Spring County, AR                             2015        14,260       13,552        708      5.0
CN0506100000000   05     061   Howard County, AR                                 2015         6,110        5,856        254      4.2
CN0506300000000   05     063   Independence County, AR                           2015        15,733       14,731      1,002      6.4
CN0506500000000   05     065   Izard County, AR                                  2015         4,999        4,673        326      6.5
CN0506700000000   05     067   Jackson County, AR                                2015         6,212        5,750        462      7.4
CN0506900000000   05     069   Jefferson County, AR                              2015        28,882       26,872      2,010      7.0
CN0507100000000   05     071   Johnson County, AR                                2015        10,446        9,854        592      5.7
CN0507300000000   05     073   Lafayette County, AR                              2015         2,658        2,461        197      7.4
CN0507500000000   05     075   Lawrence County, AR                               2015         7,075        6,655        420      5.9
CN0507700000000   05     077   Lee County, AR                                    2015         3,194        2,984        210      6.6
CN0507900000000   05     079   Lincoln County, AR                                2015         4,143        3,892        251      6.1
CN0508100000000   05     081   Little River County, AR                           2015         5,617        5,315        302      5.4
CN0508300000000   05     083   Logan County, AR                                  2015         9,204        8,682        522      5.7
CN0508500000000   05     085   Lonoke County, AR                                 2015        33,138       31,769      1,369      4.1
CN0508700000000   05     087   Madison County, AR                                2015         7,113        6,843        270      3.8
CN0508900000000   05     089   Marion County, AR                                 2015         6,552        6,217        335      5.1
CN0509100000000   05     091   Miller County, AR                                 2015        19,993       19,007        986      4.9
CN0509300000000   05     093   Mississippi County, AR                            2015        18,412       16,774      1,638      8.9
CN0509500000000   05     095   Monroe County, AR                                 2015         2,986        2,808        178      6.0
CN0509700000000   05     097   Montgomery County, AR                             2015         3,271        3,054        217      6.6
CN0509900000000   05     099   Nevada County, AR                                 2015         3,675        3,495        180      4.9
CN0510100000000   05     101   Newton County, AR                                 2015         3,409        3,246        163      4.8
CN0510300000000   05     103   Ouachita County, AR                               2015         9,977        9,357        620      6.2
CN0510500000000   05     105   Perry County, AR                                  2015         4,218        3,963        255      6.0
CN0510700000000   05     107   Phillips County, AR                               2015         7,023        6,498        525      7.5
CN0510900000000   05     109   Pike County, AR                                   2015         4,231        3,987        244      5.8
CN0511100000000   05     111   Poinsett County, AR                               2015        10,105        9,548        557      5.5
CN0511300000000   05     113   Polk County, AR                                   2015         8,362        7,887        475      5.7
CN0511500000000   05     115   Pope County, AR                                   2015        29,886       28,333      1,553      5.2
CN0511700000000   05     117   Prairie County, AR                                2015         3,744        3,571        173      4.6
CN0511900000000   05     119   Pulaski County, AR                                2015       186,837      178,413      8,424      4.5
CN0512100000000   05     121   Randolph County, AR                               2015         6,209        5,772        437      7.0
CN0512300000000   05     123   St. Francis County, AR                            2015         8,992        8,351        641      7.1
CN0512500000000   05     125   Saline County, AR                                 2015        56,229       53,970      2,259      4.0
CN0512700000000   05     127   Scott County, AR                                  2015         4,546        4,333        213      4.7
CN0512900000000   05     129   Searcy County, AR                                 2015         3,039        2,870        169      5.6
CN0513100000000   05     131   Sebastian County, AR                              2015        57,971       55,224      2,747      4.7
CN0513300000000   05     133   Sevier County, AR                                 2015         5,688        5,348        340      6.0
CN0513500000000   05     135   Sharp County, AR                                  2015         6,028        5,618        410      6.8
CN0513700000000   05     137   Stone County, AR                                  2015         4,723        4,432        291      6.2
CN0513900000000   05     139   Union County, AR                                  2015        16,999       15,973      1,026      6.0
CN0514100000000   05     141   Van Buren County, AR                              2015         6,453        6,026        427      6.6
CN0514300000000   05     143   Washington County, AR                             2015       115,733      111,702      4,031      3.5
CN0514500000000   05     145   White County, AR                                  2015        34,681       32,557      2,124      6.1
CN0514700000000   05     147   Woodruff County, AR                               2015         3,043        2,851        192      6.3
CN0514900000000   05     149   Yell County, AR                                   2015         9,001        8,551        450      5.0
CN0600100000000   06     001   Alameda County, CA                                2015       819,008      779,897     39,111      4.8
CN0600300000000   06     003   Alpine County, CA                                 2015           549          508         41      7.5
CN0600500000000   06     005   Amador County, CA                                 2015        14,317       13,366        951      6.6
CN0600700000000   06     007   Butte County, CA                                  2015       101,066       93,766      7,300      7.2
CN0600900000000   06     009   Calaveras County, CA                              2015        20,549       19,231      1,318      6.4
CN0601100000000   06     011   Colusa County, CA                                 2015        11,051        9,342      1,709     15.5
CN0601300000000   06     013   Contra Costa County, CA                           2015       544,617      517,048     27,569      5.1
CN0601500000000   06     015   Del Norte County, CA                              2015         9,856        9,009        847      8.6
CN0601700000000   06     017   El Dorado County, CA                              2015        87,892       82,840      5,052      5.7
CN0601900000000   06     019   Fresno County, CA                                 2015       440,308      395,174     45,134     10.3
CN0602100000000   06     021   Glenn County, CA                                  2015        12,964       11,827      1,137      8.8
CN0602300000000   06     023   Humboldt County, CA                               2015        62,290       58,782      3,508      5.6
CN0602500000000   06     025   Imperial County, CA                               2015        76,750       57,864     18,886     24.6
CN0602700000000   06     027   Inyo County, CA                                   2015         9,081        8,552        529      5.8
CN0602900000000   06     029   Kern County, CA                                   2015       390,138      350,050     40,088     10.3
CN0603100000000   06     031   Kings County, CA                                  2015        57,729       51,628      6,101     10.6
CN0603300000000   06     033   Lake County, CA                                   2015        29,006       26,790      2,216      7.6
CN0603500000000   06     035   Lassen County, CA                                 2015        10,760        9,978        782      7.3
CN0603700000000   06     037   Los Angeles County, CA                            2015     4,973,756    4,641,054    332,702      6.7
CN0603900000000   06     039   Madera County, CA                                 2015        59,807       53,480      6,327     10.6
CN0604100000000   06     041   Marin County, CA                                  2015       138,677      133,718      4,959      3.6
CN0604300000000   06     043   Mariposa County, CA                               2015         8,011        7,436        575      7.2
CN0604500000000   06     045   Mendocino County, CA                              2015        39,831       37,500      2,331      5.9
CN0604700000000   06     047   Merced County, CA                                 2015       114,061      101,031     13,030     11.4
CN0604900000000   06     049   Modoc County, CA                                  2015         3,303        3,019        284      8.6
CN0605100000000   06     051   Mono County, CA                                   2015         8,239        7,731        508      6.2
CN0605300000000   06     053   Monterey County, CA                               2015       218,274      200,452     17,822      8.2
CN0605500000000   06     055   Napa County, CA                                   2015        73,717       70,290      3,427      4.6
CN0605700000000   06     057   Nevada County, CA                                 2015        48,006       45,388      2,618      5.5
CN0605900000000   06     059   Orange County, CA                                 2015     1,584,296    1,513,060     71,236      4.5
CN0606100000000   06     061   Placer County, CA                                 2015       176,339      167,367      8,972      5.1
CN0606300000000   06     063   Plumas County, CA                                 2015         7,891        7,076        815     10.3
CN0606500000000   06     065   Riverside County, CA                              2015     1,033,458      963,825     69,633      6.7
CN0606700000000   06     067   Sacramento County, CA                             2015       684,577      643,295     41,282      6.0
CN0606900000000   06     069   San Benito County, CA                             2015        29,759       27,495      2,264      7.6
CN0607100000000   06     071   San Bernardino County, CA                         2015       919,308      859,733     59,575      6.5
CN0607300000000   06     073   San Diego County, CA                              2015     1,548,794    1,467,686     81,108      5.2
CN0607500000000   06     075   San Francisco County/city, CA                     2015       541,414      521,569     19,845      3.7
CN0607700000000   06     077   San Joaquin County, CA                            2015       314,401      286,281     28,120      8.9
CN0607900000000   06     079   San Luis Obispo County, CA                        2015       138,913      132,302      6,611      4.8
CN0608100000000   06     081   San Mateo County, CA                              2015       434,234      419,310     14,924      3.4
CN0608300000000   06     083   Santa Barbara County, CA                          2015       217,158      205,591     11,567      5.3
CN0608500000000   06     085   Santa Clara County, CA                            2015     1,012,215      969,950     42,265      4.2
CN0608700000000   06     087   Santa Cruz County, CA                             2015       143,227      132,434     10,793      7.5
CN0608900000000   06     089   Shasta County, CA                                 2015        74,122       68,325      5,797      7.8
CN0609100000000   06     091   Sierra County, CA                                 2015         1,362        1,242        120      8.8
CN0609300000000   06     093   Siskiyou County, CA                               2015        17,884       16,199      1,685      9.4
CN0609500000000   06     095   Solano County, CA                                 2015       204,869      192,237     12,632      6.2
CN0609700000000   06     097   Sonoma County, CA                                 2015       257,659      246,028     11,631      4.5
CN0609900000000   06     099   Stanislaus County, CA                             2015       240,986      217,971     23,015      9.6
CN0610100000000   06     101   Sutter County, CA                                 2015        44,734       39,925      4,809     10.8
CN0610300000000   06     103   Tehama County, CA                                 2015        25,019       23,029      1,990      8.0
CN0610500000000   06     105   Trinity County, CA                                2015         5,141        4,739        402      7.8
CN0610700000000   06     107   Tulare County, CA                                 2015       202,126      178,491     23,635     11.7
CN0610900000000   06     109   Tuolumne County, CA                               2015        21,532       20,005      1,527      7.1
CN0611100000000   06     111   Ventura County, CA                                2015       427,235      402,977     24,258      5.7
CN0611300000000   06     113   Yolo County, CA                                   2015       104,154       97,384      6,770      6.5
CN0611500000000   06     115   Yuba County, CA                                   2015        27,726       25,135      2,591      9.3
CN0800100000000   08     001   Adams County, CO                                  2015       247,743      237,372     10,371      4.2
CN0800300000000   08     003   Alamosa County, CO                                2015         7,648        7,267        381      5.0
CN0800500000000   08     005   Arapahoe County, CO                               2015       334,380      322,380     12,000      3.6
CN0800700000000   08     007   Archuleta County, CO                              2015         6,011        5,777        234      3.9
CN0800900000000   08     009   Baca County, CO                                   2015         1,971        1,932         39      2.0
CN0801100000000   08     011   Bent County, CO                                   2015         1,732        1,666         66      3.8
CN0801300000000   08     013   Boulder County, CO                                2015       176,818      171,415      5,403      3.1
CN0801400000000   08     014   Broomfield County/city, CO                        2015        35,546       34,415      1,131      3.2
CN0801500000000   08     015   Chaffee County, CO                                2015         8,494        8,215        279      3.3
CN0801700000000   08     017   Cheyenne County, CO                               2015         1,011          985         26      2.6
CN0801900000000   08     019   Clear Creek County, CO                            2015         5,545        5,349        196      3.5
CN0802100000000   08     021   Conejos County, CO                                2015         3,596        3,398        198      5.5
CN0802300000000   08     023   Costilla County, CO                               2015         1,621        1,521        100      6.2
CN0802500000000   08     025   Crowley County, CO                                2015         1,353        1,295         58      4.3
CN0802700000000   08     027   Custer County, CO                                 2015         1,988        1,921         67      3.4
CN0802900000000   08     029   Delta County, CO                                  2015        13,432       12,693        739      5.5
CN0803100000000   08     031   Denver County/city, CO                            2015       375,631      362,250     13,381      3.6
CN0803300000000   08     033   Dolores County, CO                                2015         1,323        1,283         40      3.0
CN0803500000000   08     035   Douglas County, CO                                2015       172,204      167,066      5,138      3.0
CN0803700000000   08     037   Eagle County, CO                                  2015        32,755       31,765        990      3.0
CN0803900000000   08     039   Elbert County, CO                                 2015        13,264       12,862        402      3.0
CN0804100000000   08     041   El Paso County, CO                                2015       307,595      293,988     13,607      4.4
CN0804300000000   08     043   Fremont County, CO                                2015        14,489       13,627        862      5.9
CN0804500000000   08     045   Garfield County, CO                               2015        30,462       29,247      1,215      4.0
CN0804700000000   08     047   Gilpin County, CO                                 2015         3,399        3,297        102      3.0
CN0804900000000   08     049   Grand County, CO                                  2015         9,056        8,775        281      3.1
CN0805100000000   08     051   Gunnison County, CO                               2015         9,793        9,515        278      2.8
CN0805300000000   08     053   Hinsdale County, CO                               2015           440          427         13      3.0
CN0805500000000   08     055   Huerfano County, CO                               2015         2,366        2,190        176      7.4
CN0805700000000   08     057   Jackson County, CO                                2015           834          804         30      3.6
CN0805900000000   08     059   Jefferson County, CO                              2015       308,899      298,400     10,499      3.4
CN0806100000000   08     061   Kiowa County, CO                                  2015           791          771         20      2.5
CN0806300000000   08     063   Kit Carson County, CO                             2015         4,322        4,222        100      2.3
CN0806500000000   08     065   Lake County, CO                                   2015         4,567        4,397        170      3.7
CN0806700000000   08     067   La Plata County, CO                               2015        29,862       28,871        991      3.3
CN0806900000000   08     069   Larimer County, CO                                2015       180,622      174,867      5,755      3.2
CN0807100000000   08     071   Las Animas County, CO                             2015         6,124        5,793        331      5.4
CN0807300000000   08     073   Lincoln County, CO                                2015         2,169        2,098         71      3.3
CN0807500000000   08     075   Logan County, CO                                  2015        10,935       10,614        321      2.9
CN0807700000000   08     077   Mesa County, CO                                   2015        71,758       67,929      3,829      5.3
CN0807900000000   08     079   Mineral County, CO                                2015           444          429         15      3.4
CN0808100000000   08     081   Moffat County, CO                                 2015         7,104        6,793        311      4.4
CN0808300000000   08     083   Montezuma County, CO                              2015        12,330       11,655        675      5.5
CN0808500000000   08     085   Montrose County, CO                               2015        19,319       18,379        940      4.9
CN0808700000000   08     087   Morgan County, CO                                 2015        14,669       14,132        537      3.7
CN0808900000000   08     089   Otero County, CO                                  2015         7,877        7,437        440      5.6
CN0809100000000   08     091   Ouray County, CO                                  2015         2,154        2,064         90      4.2
CN0809300000000   08     093   Park County, CO                                   2015         9,370        9,060        310      3.3
CN0809500000000   08     095   Phillips County, CO                               2015         2,358        2,304         54      2.3
CN0809700000000   08     097   Pitkin County, CO                                 2015        10,737       10,337        400      3.7
CN0809900000000   08     099   Prowers County, CO                                2015         5,812        5,586        226      3.9
CN0810100000000   08     101   Pueblo County, CO                                 2015        71,657       67,755      3,902      5.4
CN0810300000000   08     103   Rio Blanco County, CO                             2015         2,805        2,663        142      5.1
CN0810500000000   08     105   Rio Grande County, CO                             2015         4,861        4,566        295      6.1
CN0810700000000   08     107   Routt County, CO                                  2015        14,282       13,835        447      3.1
CN0810900000000   08     109   Saguache County, CO                               2015         3,075        2,893        182      5.9
CN0811100000000   08     111   San Juan County, CO                               2015           470          451         19      4.0
CN0811300000000   08     113   San Miguel County, CO                             2015         5,073        4,888        185      3.6
CN0811500000000   08     115   Sedgwick County, CO                               2015         1,146        1,109         37      3.2
CN0811700000000   08     117   Summit County, CO                                 2015        20,570       20,070        500      2.4
CN0811900000000   08     119   Teller County, CO                                 2015        11,402       10,912        490      4.3
CN0812100000000   08     121   Washington County, CO                             2015         2,786        2,717         69      2.5
CN0812300000000   08     123   Weld County, CO                                   2015       147,778      142,298      5,480      3.7
CN0812500000000   08     125   Yuma County, CO                                   2015         5,133        5,004        129      2.5
CN0900100000000   09     001   Fairfield County, CT                              2015       478,980      453,717     25,263      5.3
CN0900300000000   09     003   Hartford County, CT                               2015       474,848      447,512     27,336      5.8
CN0900500000000   09     005   Litchfield County, CT                             2015       105,269       99,923      5,346      5.1
CN0900700000000   09     007   Middlesex County, CT                              2015        92,376       87,904      4,472      4.8
CN0900900000000   09     009   New Haven County, CT                              2015       456,465      428,595     27,870      6.1
CN0901100000000   09     011   New London County, CT                             2015       136,379      128,425      7,954      5.8
CN0901300000000   09     013   Tolland County, CT                                2015        85,231       81,082      4,149      4.9
CN0901500000000   09     015   Windham County, CT                                2015        62,540       58,631      3,909      6.3
CN1000100000000   10     001   Kent County, DE                                   2015        75,799       71,772      4,027      5.3
CN1000300000000   10     003   New Castle County, DE                             2015       289,489      276,051     13,438      4.6
CN1000500000000   10     005   Sussex County, DE                                 2015        97,463       92,732      4,731      4.9
CN1100100000000   11     001   District of Columbia                              2015       388,446      361,556     26,890      6.9
CN1200100000000   12     001   Alachua County, FL                                2015       129,993      123,941      6,052      4.7
CN1200300000000   12     003   Baker County, FL                                  2015        11,217       10,584        633      5.6
CN1200500000000   12     005   Bay County, FL                                    2015        87,884       83,026      4,858      5.5
CN1200700000000   12     007   Bradford County, FL                               2015        10,786       10,260        526      4.9
CN1200900000000   12     009   Brevard County, FL                                2015       257,457      241,882     15,575      6.0
CN1201100000000   12     011   Broward County, FL                                2015       992,033      940,668     51,365      5.2
CN1201300000000   12     013   Calhoun County, FL                                2015         4,960        4,654        306      6.2
CN1201500000000   12     015   Charlotte County, FL                              2015        67,928       63,810      4,118      6.1
CN1201700000000   12     017   Citrus County, FL                                 2015        48,006       44,364      3,642      7.6
CN1201900000000   12     019   Clay County, FL                                   2015        98,837       93,804      5,033      5.1
CN1202100000000   12     021   Collier County, FL                                2015       164,330      155,607      8,723      5.3
CN1202300000000   12     023   Columbia County, FL                               2015        29,089       27,474      1,615      5.6
CN1202700000000   12     027   DeSoto County, FL                                 2015        13,431       12,643        788      5.9
CN1202900000000   12     029   Dixie County, FL                                  2015         5,609        5,256        353      6.3
CN1203100000000   12     031   Duval County, FL                                  2015       462,381      435,287     27,094      5.9
CN1203300000000   12     033   Escambia County, FL                               2015       138,671      130,843      7,828      5.6
CN1203500000000   12     035   Flagler County, FL                                2015        43,845       41,064      2,781      6.3
